Date,Temperature,humidity,wind_speed,City
2023-06-06,18.7,75,12.4,Nairobi
2023-06-07,14.3,73,19.7,London
2023-06-07,18.2,68,12.2,Nairobi
2023-06-08,14.9,71,21.9,London
2023-06-08,18.8,60,15.5,Nairobi
2023-06-09,17.7,70,22.9,London
2023-06-09,19.4,67,11.3,Nairobi
2023-06-10,21.4,64,19.5,London
2023-06-10,19.2,67,9.5,Nairobi
2023-06-11,22.4,65,11.5,London
2023-06-11,19.1,64,12.1,Nairobi
2023-06-12,21.3,75,13.3,London
2023-06-12,18.7,65,8.3,Nairobi
2023-06-13,19.9,58,24.4,London
2023-06-13,18.5,70,9.5,Nairobi
2023-06-14,19.0,61,18.8,London
2023-06-14,19.8,67,9.0,Nairobi
2023-06-15,19.2,64,17.3,London
2023-06-15,18.5,77,8.3,Nairobi
2023-06-16,19.2,60,17.4,London
2023-06-16,19.3,72,9.5,Nairobi
2023-06-17,18.6,69,13.8,London
2023-06-17,18.5,73,9.5,Nairobi
2023-06-18,19.0,81,18.9,London
2023-06-18,18.1,68,11.6,Nairobi
2023-06-19,18.6,77,21.6,London
2023-06-19,17.7,69,8.2,Nairobi
2023-06-20,19.0,80,24.3,London
2023-06-20,19.2,69,12.9,Nairobi
2023-06-21,19.3,73,16.5,London
2023-06-21,18.2,77,11.4,Nairobi
2023-06-22,20.2,70,15.8,London
2023-06-22,18.7,73,9.8,Nairobi
2023-06-23,20.5,69,17.9,London
2023-06-23,18.6,69,10.4,Nairobi
2023-06-24,21.3,72,14.4,London
2023-06-24,18.3,69,9.0,Nairobi
2023-06-25,22.4,61,27.8,London
2023-06-25,19.1,62,9.8,Nairobi
2023-06-26,18.4,58,23.5,London
2023-06-26,18.2,69,10.5,Nairobi
2023-06-27,18.6,66,20.5,London
2023-06-27,17.8,74,8.7,Nairobi
2023-06-28,20.3,75,15.5,London
2023-06-28,18.3,73,9.5,Nairobi
2023-06-29,18.5,71,15.7,London
2023-06-29,18.2,71,9.5,Nairobi
2023-06-30,16.4,75,33.2,London
2023-06-30,17.7,72,9.7,Nairobi
2023-07-01,19.0,65,24.4,London
2023-07-01,17.5,74,12.6,Nairobi
2023-07-02,16.4,59,27.7,London
2023-07-02,17.1,69,9.9,Nairobi
2023-07-03,15.7,64,33.5,London
2023-07-03,16.9,72,8.9,Nairobi
2023-07-04,15.0,78,18.4,London
2023-07-04,16.2,74,10.9,Nairobi
2023-07-05,15.4,69,23.8,London
2023-07-05,16.1,75,8.9,Nairobi
2023-07-06,16.2,67,20.3,London
2023-07-06,16.8,71,12.4,Nairobi
2023-07-07,20.5,58,17.9,London
2023-07-07,16.3,72,12.0,Nairobi
2023-07-08,21.4,73,20.9,London
2023-07-08,16.7,69,10.6,Nairobi
2023-07-09,18.6,76,22.1,London
2023-07-09,16.7,69,8.8,Nairobi
2023-07-10,18.7,70,29.6,London
2023-07-10,18.2,66,12.6,Nairobi
2023-07-11,19.2,72,27.5,London
2023-07-11,18.1,64,10.7,Nairobi
2023-07-12,17.5,71,26.1,London
2023-07-12,17.6,72,13.5,Nairobi
2023-07-13,17.5,69,22.1,London
2023-07-13,16.9,69,8.7,Nairobi
2023-07-14,16.8,85,31.5,London
2023-07-14,17.9,63,8.7,Nairobi
2023-07-15,17.0,75,43.9,London
2023-07-15,16.8,65,9.7,Nairobi
2023-07-16,16.9,66,31.8,London
2023-07-16,16.6,69,10.8,Nairobi
2023-07-17,16.8,70,22.5,London
2023-07-17,16.3,69,8.5,Nairobi
2023-07-18,17.1,69,18.4,London
2023-07-18,16.6,67,10.6,Nairobi
2023-07-19,17.9,69,20.0,London
2023-07-19,17.1,65,17.1,Nairobi
2023-07-20,17.3,65,14.2,London
2023-07-20,18.9,59,9.8,Nairobi
2023-07-21,16.4,64,17.7,London
2023-07-21,19.0,59,14.2,Nairobi
2023-07-22,15.4,84,31.4,London
2023-07-22,17.1,65,8.7,Nairobi
2023-07-23,18.8,76,30.1,London
2023-07-23,17.5,68,9.7,Nairobi
2023-07-24,15.6,81,19.6,London
2023-07-24,17.8,67,10.1,Nairobi
2023-07-25,15.6,70,17.6,London
2023-07-25,18.1,69,13.0,Nairobi
2023-07-26,15.8,75,22.1,London
2023-07-26,17.0,67,11.2,Nairobi
2023-07-27,19.1,86,27.4,London
2023-07-27,17.1,66,9.4,Nairobi
2023-07-28,18.6,79,20.9,London
2023-07-28,17.6,67,8.2,Nairobi
2023-07-29,18.2,71,26.1,London
2023-07-29,17.5,72,11.3,Nairobi
2023-07-30,17.0,78,30.4,London
2023-07-30,18.6,70,11.3,Nairobi
2023-07-31,18.0,81,27.9,London
2023-07-31,19.5,70,17.9,Nairobi
2023-08-01,17.6,72,24.9,London
2023-08-01,18.6,69,12.0,Nairobi
2023-08-02,17.2,83,32.3,London
2023-08-02,17.3,73,13.7,Nairobi
2023-08-03,16.8,73,18.9,London
2023-08-03,17.3,72,12.2,Nairobi
2023-08-04,16.5,76,16.9,London
2023-08-04,16.8,71,10.7,Nairobi
2023-08-05,15.1,82,29.9,London
2023-08-05,17.3,65,11.4,Nairobi
2023-08-06,14.7,72,24.5,London
2023-08-06,16.8,70,12.3,Nairobi
2023-08-07,15.5,71,18.4,London
2023-08-07,17.2,65,8.9,Nairobi
2023-08-08,14.9,87,23.2,London
2023-08-08,17.8,64,13.0,Nairobi
2023-08-09,17.5,75,11.1,London
2023-08-09,17.2,71,11.5,Nairobi
2023-08-10,19.5,76,16.6,London
2023-08-10,17.6,72,9.8,Nairobi
2023-08-11,20.0,79,22.5,London
2023-08-11,17.6,70,11.2,Nairobi
2023-08-12,17.7,77,32.6,London
2023-08-12,17.2,71,11.7,Nairobi
2023-08-13,18.0,75,25.8,London
2023-08-13,18.0,62,14.8,Nairobi
2023-08-14,18.1,82,31.5,London
2023-08-14,18.2,63,13.5,Nairobi
2023-08-15,17.9,75,17.3,London
2023-08-15,19.3,65,15.5,Nairobi
2023-08-16,18.3,74,16.2,London
2023-08-16,19.1,66,15.6,Nairobi
2023-08-17,18.5,78,23.4,London
2023-08-17,18.9,64,11.1,Nairobi
2023-08-18,19.9,83,22.3,London
2023-08-18,18.4,62,11.8,Nairobi
2023-08-19,19.9,76,27.8,London
2023-08-19,18.0,57,11.2,Nairobi
2023-08-20,18.9,77,19.1,London
2023-08-20,18.8,50,13.8,Nairobi
2023-08-21,18.3,77,20.7,London
2023-08-21,19.1,54,15.3,Nairobi
2023-08-22,19.2,74,18.6,London
2023-08-22,19.9,59,14.3,Nairobi
2023-08-23,19.3,73,7.6,London
2023-08-23,19.6,57,21.3,Nairobi
2023-08-24,19.9,75,14.0,London
2023-08-24,18.9,59,17.1,Nairobi
2023-08-25,16.7,65,18.5,London
2023-08-25,19.2,58,16.6,Nairobi
2023-08-26,15.1,78,17.2,London
2023-08-26,20.1,56,11.2,Nairobi
2023-08-27,15.2,74,20.3,London
2023-08-27,20.7,54,12.3,Nairobi
2023-08-28,15.6,73,15.5,London
2023-08-28,18.6,61,13.8,Nairobi
2023-08-29,15.6,74,17.4,London
2023-08-29,18.5,61,12.8,Nairobi
2023-08-30,15.6,67,21.0,London
2023-08-30,19.3,60,10.9,Nairobi
2023-08-31,14.1,83,14.6,London
2023-08-31,19.4,62,10.1,Nairobi
2023-09-01,17.7,86,8.5,London
2023-09-01,19.9,63,9.7,Nairobi
2023-09-02,18.6,83,15.6,London
2023-09-02,19.4,65,9.3,Nairobi
2023-09-03,18.5,81,12.4,London
2023-09-03,19.5,58,9.7,Nairobi
2023-09-04,20.0,76,18.9,London
2023-09-04,19.3,59,9.7,Nairobi
2023-09-05,20.8,73,16.9,London
2023-09-05,20.3,59,9.0,Nairobi
2023-09-06,21.9,75,10.5,London
2023-09-06,19.9,61,11.1,Nairobi
2023-09-07,22.8,72,13.7,London
2023-09-07,19.3,73,11.0,Nairobi
2023-09-08,23.4,67,8.6,London
2023-09-08,18.5,77,11.0,Nairobi
2023-09-09,24.1,68,7.6,London
2023-09-09,18.1,75,8.3,Nairobi
2023-09-10,23.1,73,20.9,London
2023-09-10,19.8,63,12.6,Nairobi
2023-09-11,20.8,74,18.6,London
2023-09-11,19.4,67,8.8,Nairobi
2023-09-12,18.8,81,18.4,London
2023-09-12,19.3,71,13.5,Nairobi
2023-09-13,16.1,73,19.5,London
2023-09-13,18.9,74,12.0,Nairobi
2023-09-14,17.0,74,12.8,London
2023-09-14,18.7,64,10.9,Nairobi
2023-09-15,17.5,75,13.5,London
2023-09-15,18.6,68,9.8,Nairobi
2023-09-16,18.7,77,17.1,London
2023-09-16,19.3,66,12.1,Nairobi
2023-09-17,18.2,86,26.3,London
2023-09-17,19.8,64,10.9,Nairobi
2023-09-18,16.8,77,32.3,London
2023-09-18,20.5,63,10.8,Nairobi
2023-09-19,16.8,76,45.6,London
2023-09-19,20.0,67,10.5,Nairobi
2023-09-20,17.8,82,48.5,London
2023-09-20,20.3,66,15.9,Nairobi
2023-09-21,13.9,84,17.1,London
2023-09-21,20.4,68,13.4,Nairobi
2023-09-22,12.4,82,19.1,London
2023-09-22,19.4,64,12.2,Nairobi
2023-09-23,12.7,72,16.1,London
2023-09-23,19.7,60,14.4,Nairobi
2023-09-24,17.0,71,30.6,London
2023-09-24,19.1,65,10.7,Nairobi
2023-09-25,17.9,74,24.7,London
2023-09-25,20.4,59,11.6,Nairobi
2023-09-26,17.2,82,25.7,London
2023-09-26,19.4,70,15.5,Nairobi
2023-09-27,17.4,82,28.7,London
2023-09-27,20.1,66,12.3,Nairobi
2023-09-28,16.7,77,26.4,London
2023-09-28,19.5,68,11.9,Nairobi
2023-09-29,16.8,75,20.1,London
2023-09-29,20.3,65,15.2,Nairobi
2023-09-30,14.7,79,19.0,London
2023-09-30,20.9,65,13.5,Nairobi
2023-10-01,18.1,86,22.4,London
2023-10-01,20.0,63,10.7,Nairobi
2023-10-02,17.7,89,25.9,London
2023-10-02,19.4,71,17.0,Nairobi
2023-10-03,14.6,76,25.0,London
2023-10-03,19.5,57,16.0,Nairobi
2023-10-04,13.8,79,25.1,London
2023-10-04,17.9,77,14.9,Nairobi
2023-10-05,14.7,76,22.1,London
2023-10-05,18.7,72,13.0,Nairobi
2023-10-06,16.5,79,24.6,London
2023-10-06,20.5,63,18.0,Nairobi
2023-10-07,17.6,78,21.9,London
2023-10-07,20.1,60,14.3,Nairobi
2023-10-08,16.7,79,12.2,London
2023-10-08,20.4,55,17.3,Nairobi
2023-10-09,16.7,79,11.0,London
2023-10-09,21.6,57,18.5,Nairobi
2023-10-10,16.5,83,20.6,London
2023-10-10,21.1,61,15.9,Nairobi
2023-10-11,17.2,83,25.3,London
2023-10-11,21.5,55,16.9,Nairobi
2023-10-12,15.0,93,16.9,London
2023-10-12,21.1,57,16.1,Nairobi
2023-10-13,16.8,81,38.3,London
2023-10-13,22.2,54,15.0,Nairobi
2023-10-14,9.6,75,20.7,London
2023-10-14,21.9,58,17.4,Nairobi
2023-10-15,6.8,74,14.2,London
2023-10-15,21.8,63,18.4,Nairobi
2023-10-16,7.7,82,19.1,London
2023-10-16,20.3,70,16.2,Nairobi
2023-10-17,11.7,68,27.8,London
2023-10-17,20.4,73,16.1,Nairobi
2023-10-18,13.0,85,33.2,London
2023-10-18,20.0,75,15.5,Nairobi
2023-10-19,15.7,89,28.7,London
2023-10-19,19.0,78,18.3,Nairobi
2023-10-20,14.1,90,17.9,London
2023-10-20,19.4,72,15.8,Nairobi
2023-10-21,12.7,88,21.8,London
2023-10-21,19.9,71,9.7,Nairobi
2023-10-22,9.9,84,12.7,London
2023-10-22,20.6,61,10.5,Nairobi
2023-10-23,10.9,88,16.3,London
2023-10-23,20.2,63,14.5,Nairobi
2023-10-24,10.3,88,17.4,London
2023-10-24,21.3,60,15.8,Nairobi
2023-10-25,10.2,89,16.2,London
2023-10-25,20.8,68,16.7,Nairobi
2023-10-26,11.1,89,18.2,London
2023-10-26,19.2,76,18.7,Nairobi
2023-10-27,10.0,90,17.8,London
2023-10-27,19.9,68,15.3,Nairobi
2023-10-28,11.8,86,26.1,London
2023-10-28,20.6,64,16.2,Nairobi
2023-10-29,10.7,86,24.7,London
2023-10-29,20.2,66,13.2,Nairobi
2023-10-30,10.7,87,18.4,London
2023-10-30,20.5,65,16.9,Nairobi
2023-10-31,10.0,91,15.2,London
2023-10-31,19.6,75,17.6,Nairobi
2023-11-01,12.0,83,32.0,London
2023-11-01,20.4,68,15.2,Nairobi
2023-11-02,10.3,86,42.8,London
2023-11-02,19.1,78,15.9,Nairobi
2023-11-03,9.4,81,27.2,London
2023-11-03,18.1,87,13.0,Nairobi
2023-11-04,8.6,88,26.5,London
2023-11-04,18.3,81,9.8,Nairobi
2023-11-05,8.9,83,29.6,London
2023-11-05,18.8,82,12.3,Nairobi
2023-11-06,8.8,83,25.6,London
2023-11-06,19.1,81,13.7,Nairobi
2023-11-07,7.8,86,26.0,London
2023-11-07,19.1,82,14.2,Nairobi
2023-11-08,9.4,89,35.8,London
2023-11-08,18.5,86,11.4,Nairobi
2023-11-09,8.0,80,23.5,London
2023-11-09,19.1,74,15.3,Nairobi
2023-11-10,6.5,87,20.3,London
2023-11-10,19.2,78,14.4,Nairobi
2023-11-11,5.3,89,14.5,London
2023-11-11,18.6,80,16.7,Nairobi
2023-11-12,7.0,93,12.4,London
2023-11-12,18.8,84,16.2,Nairobi
2023-11-13,12.2,80,37.6,London
2023-11-13,18.9,82,18.8,Nairobi
2023-11-14,10.3,86,28.0,London
2023-11-14,19.2,81,9.0,Nairobi
2023-11-15,8.5,84,27.4,London
2023-11-15,18.5,86,11.8,Nairobi
2023-11-16,5.7,95,13.8,London
2023-11-16,18.8,84,17.5,Nairobi
2023-11-17,6.2,89,14.6,London
2023-11-17,18.9,82,16.5,Nairobi
2023-11-18,12.3,91,26.1,London
2023-11-18,19.2,78,15.6,Nairobi
2023-11-19,11.9,80,30.4,London
2023-11-19,19.1,79,13.2,Nairobi
2023-11-20,9.9,85,22.3,London
2023-11-20,18.7,81,14.2,Nairobi
2023-11-21,9.2,87,21.9,London
2023-11-21,18.3,85,12.9,Nairobi
2023-11-22,6.9,91,15.7,London
2023-11-22,17.9,89,15.5,Nairobi
2023-11-23,10.6,85,25.4,London
2023-11-23,18.6,83,19.7,Nairobi
2023-11-24,6.5,68,25.3,London
2023-11-24,18.4,84,11.6,Nairobi
2023-11-25,1.5,82,13.4,London
2023-11-25,18.5,83,12.1,Nairobi
2023-11-26,3.8,92,18.0,London
2023-11-26,18.7,82,15.1,Nairobi
2023-11-27,7.7,91,22.4,London
2023-11-27,19.1,77,14.0,Nairobi
2023-11-28,3.6,90,19.5,London
2023-11-28,18.7,79,15.6,Nairobi
