date,avg_temperature_c,avg_humidity_pct,rainfall_mm,max_wind_speed_kmh,city
2014-01-08,23.9,77,0.0,15.2,Mumbai
2014-01-08,20.6,59,0.0,18.3,Nairobi
2014-01-08,-10.2,33,0.0,15.6,New York
2014-01-08,10.2,89,0.1,18.6,Paris
2014-01-08,8.2,83,30.1,15.7,Tokyo
2014-01-09,19.8,79,1.9,28.4,Cape Town
2014-01-09,17.2,44,0.0,10.6,Casablanca
2014-01-09,12.3,68,0.0,8.4,Delhi
2014-01-09,19.9,72,0.7,17.2,Johannesburg
2014-01-09,27.0,86,0.7,12.6,Lagos
2014-01-09,8.1,84,0.9,34.5,London
2014-01-09,13.0,58,0.3,9.8,Mexico City
2014-01-09,23.1,70,0.0,16.7,Mumbai
2014-01-09,19.9,65,0.1,17.9,Nairobi
2014-01-09,-4.8,40,0.0,8.5,New York
2014-01-09,9.1,87,1.6,26.4,Paris
2014-01-09,3.7,60,0.7,32.1,Tokyo
2014-01-10,19.6,67,0.0,27.0,Cape Town
2014-01-10,17.0,52,0.0,15.8,Casablanca
2014-01-10,12.7,70,0.0,12.5,Delhi
2014-01-10,21.1,52,0.0,17.4,Johannesburg
2014-01-10,27.3,82,0.8,16.2,Lagos
2014-01-10,5.4,90,0.1,17.6,London
2014-01-10,12.3,60,0.0,15.1,Mexico City
2014-01-10,22.1,55,0.0,17.5,Mumbai
2014-01-10,20.5,56,0.0,19.9,Nairobi
2014-01-10,-1.6,76,2.1,8.6,New York
2014-01-10,5.4,92,0.0,11.9,Paris
2014-01-10,0.6,56,0.0,30.3,Tokyo
2014-01-11,19.4,65,0.0,24.3,Cape Town
2014-01-11,15.1,75,0.5,13.7,Casablanca
2014-01-11,12.2,73,0.0,14.7,Delhi
2014-01-11,21.0,50,0.0,17.7,Johannesburg
2014-01-11,27.3,82,0.2,15.1,Lagos
2014-01-11,5.3,88,0.9,19.4,London
2014-01-11,13.6,61,0.1,9.5,Mexico City
2014-01-11,20.9,50,0.0,16.6,Mumbai
2014-01-11,20.8,50,0.0,17.6,Nairobi
2014-01-11,7.1,98,11.4,23.1,New York
2014-01-11,6.0,92,1.0,12.3,Paris
2014-01-11,2.3,66,0.0,11.5,Tokyo
2014-01-12,19.6,64,0.0,25.6,Cape Town
2014-01-12,14.2,79,0.0,12.3,Casablanca
2014-01-12,12.7,71,0.0,9.3,Delhi
2014-01-12,21.2,64,0.0,15.5,Johannesburg
2014-01-12,27.5,81,0.0,14.8,Lagos
2014-01-12,3.7,93,2.8,23.1,London
2014-01-12,12.8,67,0.3,13.4,Mexico City
2014-01-12,21.9,65,0.0,15.5,Mumbai
2014-01-12,20.8,52,0.0,17.6,Nairobi
2014-01-12,6.3,76,2.4,20.4,New York
2014-01-12,5.0,93,0.0,18.2,Paris
2014-01-12,3.1,71,0.0,14.8,Tokyo
2014-01-13,21.5,57,0.0,29.1,Cape Town
2014-01-13,12.7,90,4.2,19.1,Casablanca
2014-01-13,12.8,68,0.0,9.4,Delhi
2014-01-13,22.3,54,0.0,19.2,Johannesburg
2014-01-13,27.7,81,0.0,16.8,Lagos
2014-01-13,6.5,89,1.6,25.9,London
2014-01-13,12.7,64,0.6,9.0,Mexico City
2014-01-13,22.5,73,0.0,17.1,Mumbai
2014-01-13,20.6,56,0.0,19.9,Nairobi
2014-01-13,2.4,77,0.0,14.4,New York
2014-01-13,7.6,90,0.1,19.9,Paris
2014-01-13,1.4,56,0.0,22.7,Tokyo
2014-01-14,22.0,66,0.0,19.2,Cape Town
2014-01-14,12.6,74,0.0,9.3,Casablanca
2014-01-14,13.3,70,0.0,8.7,Delhi
2014-01-14,19.8,67,1.3,18.4,Johannesburg
2014-01-14,27.5,83,0.9,15.5,Lagos
2014-01-14,4.0,87,2.4,19.7,London
2014-01-14,12.0,72,0.4,8.4,Mexico City
2014-01-14,23.1,73,0.0,16.5,Mumbai
2014-01-14,20.5,51,0.0,20.5,Nairobi
2014-01-14,6.3,87,9.9,14.8,New York
2014-01-14,5.1,86,2.4,21.7,Paris
2014-01-14,1.7,62,0.0,15.9,Tokyo
2014-01-15,20.8,76,0.0,21.2,Cape Town
2014-01-15,13.3,82,0.0,13.2,Casablanca
2014-01-15,12.9,73,0.0,9.7,Delhi
2014-01-15,20.9,63,1.6,18.4,Johannesburg
2014-01-15,27.0,85,2.7,15.5,Lagos
2014-01-15,8.9,93,7.1,23.8,London
2014-01-15,10.4,71,2.3,15.0,Mexico City
2014-01-15,23.5,54,0.0,16.6,Mumbai
2014-01-15,20.6,47,0.0,17.3,Nairobi
2014-01-15,3.4,92,0.2,12.3,New York
2014-01-15,6.4,92,3.2,24.4,Paris
2014-01-15,0.2,71,0.0,17.2,Tokyo
2014-01-16,20.8,70,0.0,21.0,Cape Town
2014-01-16,13.4,94,9.3,15.1,Casablanca
2014-01-16,13.2,77,0.0,8.2,Delhi
2014-01-16,23.1,41,0.0,15.3,Johannesburg
2014-01-16,27.5,84,1.3,15.7,Lagos
2014-01-16,7.9,90,2.8,25.9,London
2014-01-16,9.1,62,3.2,9.4,Mexico City
2014-01-16,22.7,63,0.0,15.3,Mumbai
2014-01-16,20.6,52,0.0,18.0,Nairobi
2014-01-16,3.4,89,0.2,10.4,New York
2014-01-16,8.3,88,8.4,24.9,Paris
2014-01-16,2.5,65,0.0,16.6,Tokyo
2014-01-17,21.1,75,0.0,26.0,Cape Town
2014-01-17,12.8,83,3.7,27.7,Casablanca
2014-01-17,14.2,82,27.4,18.1,Delhi
2014-01-17,22.4,42,0.0,18.2,Johannesburg
2014-01-17,26.9,86,5.6,13.5,Lagos
2014-01-17,7.2,86,0.0,25.8,London
2014-01-17,12.0,62,0.4,13.9,Mexico City
2014-01-17,21.3,71,0.0,14.7,Mumbai
2014-01-17,21.1,54,0.7,16.9,Nairobi
2014-01-17,0.5,76,0.0,10.9,New York
2014-01-17,7.9,77,0.0,22.9,Paris
2014-01-17,1.5,67,0.0,16.1,Tokyo
2014-01-18,21.5,69,0.0,28.8,Cape Town
2014-01-18,12.1,86,7.7,25.3,Casablanca
2014-01-18,13.4,80,0.0,9.8,Delhi
2014-01-18,22.8,39,0.3,9.4,Johannesburg
2014-01-18,27.2,85,0.6,17.3,Lagos
2014-01-18,7.6,87,2.2,23.0,London
2014-01-18,9.5,65,0.0,10.4,Mexico City
2014-01-18,22.1,50,0.0,17.0,Mumbai
2014-01-18,21.1,59,0.7,10.2,Nairobi
2014-01-18,1.7,82,4.8,16.8,New York
2014-01-18,6.6,83,0.0,16.0,Paris
2014-01-18,2.4,68,2.0,27.8,Tokyo
2014-01-19,21.1,70,0.0,29.2,Cape Town
2014-01-19,13.5,80,15.0,32.5,Casablanca
2014-01-19,13.3,82,0.0,10.2,Delhi
2014-01-19,19.1,69,14.9,19.9,Johannesburg
2014-01-19,27.5,83,0.0,18.4,Lagos
2014-01-19,5.3,90,0.4,17.7,London
2014-01-19,12.3,54,0.0,9.7,Mexico City
2014-01-19,22.7,65,0.0,14.0,Mumbai
2014-01-19,21.4,61,0.1,11.2,Nairobi
2014-01-19,-1.5,54,0.0,20.4,New York
2014-01-19,6.8,88,3.6,10.1,Paris
2014-01-19,0.9,56,0.0,36.6,Tokyo
2014-01-20,21.8,68,0.0,32.5,Cape Town
2014-01-20,12.7,71,0.0,12.7,Casablanca
2014-01-20,13.8,82,0.0,13.2,Delhi
2014-01-20,19.1,75,6.0,9.5,Johannesburg
2014-01-20,27.5,87,0.4,16.7,Lagos
2014-01-20,3.4,92,0.0,8.4,London
2014-01-20,12.2,57,0.0,11.6,Mexico City
2014-01-20,23.6,69,0.0,15.6,Mumbai
2014-01-20,20.9,60,0.0,16.9,Nairobi
2014-01-20,1.9,58,0.0,20.5,New York
2014-01-20,4.9,88,0.0,9.8,Paris
2014-01-20,2.3,74,0.0,12.4,Tokyo
2014-01-21,24.9,59,0.0,22.7,Cape Town
2014-01-21,11.5,70,0.0,9.7,Casablanca
2014-01-21,13.6,91,22.5,15.3,Delhi
2014-01-21,19.4,68,2.2,12.6,Johannesburg
2014-01-21,27.8,84,0.7,15.5,Lagos
2014-01-21,4.3,93,0.0,22.9,London
2014-01-21,14.3,44,0.0,19.0,Mexico City
2014-01-21,23.7,71,0.4,11.4,Mumbai
2014-01-21,20.9,57,0.4,17.7,Nairobi
2014-01-21,-3.4,56,6.8,21.7,New York
2014-01-21,2.7,91,0.0,13.8,Paris
2014-01-21,4.3,71,1.3,17.5,Tokyo
2014-01-22,23.7,75,0.0,23.7,Cape Town
2014-01-22,12.0,86,7.4,16.7,Casablanca
2014-01-22,13.9,92,4.2,13.5,Delhi
2014-01-22,19.8,59,0.0,13.4,Johannesburg
2014-01-22,27.7,84,1.1,17.1,Lagos
2014-01-22,6.5,91,5.6,22.4,London
2014-01-22,10.4,64,0.0,9.7,Mexico City
2014-01-22,24.5,69,0.0,16.3,Mumbai
2014-01-22,20.1,62,0.3,18.3,Nairobi
2014-01-22,-12.3,61,2.3,23.4,New York
2014-01-22,3.2,87,3.1,15.3,Paris
2014-01-22,1.9,62,0.0,15.6,Tokyo
2014-01-23,21.4,79,0.2,18.0,Cape Town
2014-01-23,12.5,77,3.4,21.5,Casablanca
2014-01-23,14.9,83,0.0,10.3,Delhi
2014-01-23,20.4,63,0.3,13.3,Johannesburg
2014-01-23,27.1,85,3.1,19.1,Lagos
2014-01-23,3.5,88,2.6,24.5,London
2014-01-23,13.4,56,0.0,7.4,Mexico City
2014-01-23,24.5,72,0.0,19.6,Mumbai
2014-01-23,20.0,63,0.0,21.0,Nairobi
2014-01-23,-15.2,68,0.0,20.4,New York
2014-01-23,6.0,89,2.4,21.1,Paris
2014-01-23,3.2,66,0.0,12.4,Tokyo
2014-01-24,20.5,74,2.5,19.7,Cape Town
2014-01-24,11.7,76,0.0,15.6,Casablanca
2014-01-24,13.5,78,0.0,13.7,Delhi
2014-01-24,21.4,66,2.4,10.7,Johannesburg
2014-01-24,27.5,85,2.0,15.8,Lagos
2014-01-24,3.9,91,4.8,18.7,London
2014-01-24,13.2,61,0.1,11.7,Mexico City
2014-01-24,24.3,73,0.0,14.8,Mumbai
2014-01-24,20.0,54,0.0,18.5,Nairobi
2014-01-24,-14.5,67,0.0,15.5,New York
2014-01-24,4.0,92,1.1,13.9,Paris
2014-01-24,4.7,78,0.0,18.4,Tokyo
2014-01-25,20.8,65,0.0,29.0,Cape Town
2014-01-25,11.8,83,0.0,11.2,Casablanca
2014-01-25,13.2,82,0.0,15.0,Delhi
2014-01-25,22.0,62,0.1,26.4,Johannesburg
2014-01-25,27.6,86,1.3,16.2,Lagos
2014-01-25,7.5,86,3.3,43.8,London
2014-01-25,13.4,61,0.0,12.3,Mexico City
2014-01-25,24.9,73,0.0,19.8,Mumbai
2014-01-25,20.4,49,0.0,15.3,Nairobi
2014-01-25,-8.1,70,1.2,21.1,New York
2014-01-25,5.2,88,2.9,26.0,Paris
2014-01-25,8.1,81,1.6,22.8,Tokyo
2014-01-26,22.4,65,0.0,28.3,Cape Town
2014-01-26,13.8,86,0.0,14.4,Casablanca
2014-01-26,14.1,78,0.0,14.0,Delhi
2014-01-26,20.0,63,0.0,19.2,Johannesburg
2014-01-26,27.2,85,2.3,16.4,Lagos
2014-01-26,4.7,83,4.9,33.1,London
2014-01-26,15.1,52,0.0,9.6,Mexico City
2014-01-26,26.5,63,0.0,13.2,Mumbai
2014-01-26,21.2,51,0.0,16.9,Nairobi
2014-01-26,-8.4,70,0.1,18.4,New York
2014-01-26,6.2,87,7.1,29.2,Paris
2014-01-26,4.0,56,0.1,35.1,Tokyo
2014-01-27,23.2,77,0.0,26.3,Cape Town
2014-01-27,14.1,87,0.1,10.6,Casablanca
2014-01-27,14.9,75,0.0,18.2,Delhi
2014-01-27,18.6,72,0.5,22.4,Johannesburg
2014-01-27,27.4,85,1.4,17.4,Lagos
2014-01-27,3.8,80,0.2,28.7,London
2014-01-27,14.6,61,2.2,8.5,Mexico City
2014-01-27,26.8,55,0.0,17.6,Mumbai
2014-01-27,20.9,57,0.4,18.8,Nairobi
2014-01-27,-1.1,71,0.0,23.5,New York
2014-01-27,4.5,78,0.9,29.2,Paris
2014-01-27,1.9,67,0.0,16.6,Tokyo
2014-01-28,22.4,84,2.8,12.4,Cape Town
2014-01-28,13.3,74,0.1,12.3,Casablanca
2014-01-28,15.3,74,0.0,15.6,Delhi
2014-01-28,18.9,70,1.7,16.7,Johannesburg
2014-01-28,27.8,83,1.0,16.9,Lagos
2014-01-28,5.5,87,0.6,22.8,London
2014-01-28,14.5,66,3.3,13.9,Mexico City
2014-01-28,25.3,57,0.0,17.3,Mumbai
2014-01-28,21.0,56,0.0,19.5,Nairobi
2014-01-28,-9.0,45,0.0,15.8,New York
2014-01-28,4.3,88,2.7,23.0,Paris
2014-01-28,6.0,64,0.0,22.5,Tokyo
2014-01-29,22.7,78,0.0,23.7,Cape Town
2014-01-29,11.7,79,12.1,23.4,Casablanca
2014-01-29,15.4,78,0.0,9.8,Delhi
2014-01-29,19.2,76,2.0,16.3,Johannesburg
2014-01-29,27.4,85,2.8,21.7,Lagos
2014-01-29,4.0,94,12.1,19.5,London
2014-01-29,14.4,64,0.0,19.4,Mexico City
2014-01-29,24.6,55,0.0,13.5,Mumbai
2014-01-29,21.1,54,0.3,19.8,Nairobi
2014-01-29,-8.9,51,1.5,18.0,New York
2014-01-29,4.7,90,4.3,18.6,Paris
2014-01-29,5.4,72,0.0,18.8,Tokyo
2014-01-30,24.0,68,0.0,31.1,Cape Town
2014-01-30,11.8,73,2.1,19.7,Casablanca
2014-01-30,14.9,81,0.0,9.4,Delhi
2014-01-30,19.7,78,5.3,17.8,Johannesburg
2014-01-30,26.6,86,8.3,20.9,Lagos
2014-01-30,4.2,92,2.6,14.9,London
2014-01-30,13.4,65,0.0,11.7,Mexico City
2014-01-30,25.1,55,0.0,14.0,Mumbai
2014-01-30,20.8,57,0.0,22.8,Nairobi
2014-01-30,-9.2,51,0.0,14.6,New York
2014-01-30,4.3,92,0.2,8.9,Paris
2014-01-30,8.3,83,2.0,21.8,Tokyo
2014-01-31,26.7,59,0.0,18.8,Cape Town
2014-01-31,12.5,87,7.2,13.6,Casablanca
2014-01-31,13.7,87,0.0,7.9,Delhi
2014-01-31,18.3,88,16.2,15.0,Johannesburg
2014-01-31,26.7,86,5.4,12.7,Lagos
2014-01-31,4.2,94,7.1,34.6,London
2014-01-31,15.2,44,0.0,6.8,Mexico City
2014-01-31,25.7,56,0.0,14.5,Mumbai
2014-01-31,21.1,54,0.0,19.9,Nairobi
2014-01-31,-4.6,66,0.0,13.0,New York
2014-01-31,3.4,89,3.1,28.7,Paris
2014-01-31,5.9,57,0.0,18.0,Tokyo
2014-02-01,21.9,79,0.4,23.8,Cape Town
2014-02-01,14.2,83,2.1,18.1,Casablanca
2014-02-01,13.7,84,0.0,8.3,Delhi
2014-02-01,19.0,85,13.1,14.6,Johannesburg
2014-02-01,26.9,86,2.3,16.9,Lagos
2014-02-01,6.5,79,5.7,34.7,London
2014-02-01,15.5,50,0.0,10.4,Mexico City
2014-02-01,25.4,58,0.0,12.0,Mumbai
2014-02-01,21.1,54,0.1,17.5,Nairobi
2014-02-01,0.3,66,0.0,11.9,New York
2014-02-01,6.8,81,9.2,33.2,Paris
2014-02-01,6.1,79,0.0,11.4,Tokyo
2014-02-02,21.2,66,0.0,34.5,Cape Town
2014-02-02,12.6,73,0.0,16.4,Casablanca
2014-02-02,14.6,84,0.0,9.0,Delhi
2014-02-02,19.4,85,34.6,20.4,Johannesburg
2014-02-02,27.0,74,1.6,10.9,Lagos
2014-02-02,6.1,79,0.0,30.5,London
2014-02-02,15.7,47,0.0,9.3,Mexico City
2014-02-02,25.8,54,0.0,11.4,Mumbai
2014-02-02,21.7,49,0.0,16.1,Nairobi
2014-02-02,2.3,83,0.0,10.5,New York
2014-02-02,4.3,84,0.0,19.3,Paris
2014-02-02,8.5,92,1.3,12.2,Tokyo
2014-02-03,22.8,64,0.0,29.6,Cape Town
2014-02-03,11.5,77,1.4,14.1,Casablanca
2014-02-03,17.2,75,0.0,10.3,Delhi
2014-02-03,17.9,85,7.9,20.0,Johannesburg
2014-02-03,26.6,79,0.0,15.5,Lagos
2014-02-03,5.5,84,0.0,29.3,London
2014-02-03,16.8,44,0.0,12.3,Mexico City
2014-02-03,25.6,57,0.0,17.3,Mumbai
2014-02-03,21.7,48,0.0,16.8,Nairobi
2014-02-03,1.4,90,27.4,16.9,New York
2014-02-03,3.9,84,0.0,25.2,Paris
2014-02-03,10.5,85,0.6,20.0,Tokyo
2014-02-04,21.6,73,0.0,28.4,Cape Town
2014-02-04,13.2,84,0.0,11.7,Casablanca
2014-02-04,16.8,81,0.0,12.6,Delhi
2014-02-04,18.3,79,3.0,11.3,Johannesburg
2014-02-04,27.2,84,0.3,15.1,Lagos
2014-02-04,6.1,80,3.8,34.3,London
2014-02-04,15.3,49,0.0,10.5,Mexico City
2014-02-04,25.8,59,0.0,14.9,Mumbai
2014-02-04,21.9,49,0.0,16.0,Nairobi
2014-02-04,-4.8,81,0.0,10.5,New York
2014-02-04,6.4,73,0.0,28.0,Paris
2014-02-04,0.3,72,6.7,33.4,Tokyo
2014-02-05,20.7,72,0.0,30.2,Cape Town
2014-02-05,13.7,80,0.0,15.0,Casablanca
2014-02-05,16.0,79,0.4,10.2,Delhi
2014-02-05,18.3,83,5.9,10.2,Johannesburg
2014-02-05,27.6,82,0.7,15.3,Lagos
2014-02-05,7.1,81,10.3,46.5,London
2014-02-05,15.9,53,0.0,8.4,Mexico City
2014-02-05,25.7,60,0.0,17.0,Mumbai
2014-02-05,22.7,50,0.0,14.9,Nairobi
2014-02-05,-1.4,89,27.2,21.7,New York
2014-02-05,7.5,76,4.7,33.8,Paris
2014-02-05,-0.7,50,0.0,28.2,Tokyo
2014-02-06,21.7,74,0.0,21.6,Cape Town
2014-02-06,13.8,78,1.1,24.7,Casablanca
2014-02-06,17.5,74,1.3,15.5,Delhi
2014-02-06,19.6,79,5.2,18.1,Johannesburg
2014-02-06,27.7,83,0.0,17.1,Lagos
2014-02-06,7.4,85,11.6,31.8,London
2014-02-06,16.0,54,0.6,7.7,Mexico City
2014-02-06,24.3,70,0.0,15.5,Mumbai
2014-02-06,22.5,54,0.9,10.7,Nairobi
2014-02-06,-4.0,77,0.0,17.0,New York
2014-02-06,8.1,80,4.8,34.5,Paris
2014-02-06,0.7,57,0.0,17.6,Tokyo
2014-02-07,21.2,78,1.2,23.1,Cape Town
2014-02-07,13.2,74,0.0,13.0,Casablanca
2014-02-07,17.2,83,0.4,17.6,Delhi
2014-02-07,19.3,71,0.0,17.4,Johannesburg
2014-02-07,27.8,82,1.1,16.0,Lagos
2014-02-07,6.8,82,7.9,31.0,London
2014-02-07,16.2,55,0.0,7.2,Mexico City
2014-02-07,23.9,69,0.0,16.3,Mumbai
2014-02-07,21.9,58,5.9,5.2,Nairobi
2014-02-07,-8.7,74,0.0,11.2,New York
2014-02-07,9.2,68,0.4,45.1,Paris
2014-02-07,1.7,60,2.5,23.5,Tokyo
2014-02-08,20.0,65,0.9,18.5,Cape Town
2014-02-08,12.5,77,0.0,13.0,Casablanca
2014-02-08,14.1,78,0.0,13.0,Delhi
2014-02-08,19.2,81,10.6,13.7,Johannesburg
2014-02-08,28.0,82,0.4,14.2,Lagos
2014-02-08,7.1,82,6.1,39.3,London
2014-02-08,16.8,50,0.0,10.2,Mexico City
2014-02-08,23.4,68,0.0,18.5,Mumbai
2014-02-08,20.0,75,13.6,8.0,Nairobi
2014-02-08,-9.0,71,0.0,13.4,New York
2014-02-08,7.6,79,4.8,33.6,Paris
2014-02-08,0.1,86,50.7,47.3,Tokyo
2014-02-09,20.2,68,0.0,15.5,Cape Town
2014-02-09,15.2,82,2.0,29.5,Casablanca
2014-02-09,12.2,66,0.0,18.1,Delhi
2014-02-09,18.8,82,0.3,15.3,Johannesburg
2014-02-09,27.8,84,0.7,18.5,Lagos
2014-02-09,5.7,73,0.9,38.0,London
2014-02-09,16.4,45,0.0,12.4,Mexico City
2014-02-09,22.6,57,0.0,18.6,Mumbai
2014-02-09,19.7,78,7.7,6.5,Nairobi
2014-02-09,-9.0,76,0.3,10.1,New York
2014-02-09,6.1,73,0.7,30.4,Paris
2014-02-09,0.6,72,0.0,33.1,Tokyo
2014-02-10,20.9,73,0.0,16.6,Cape Town
2014-02-10,12.7,67,6.8,29.7,Casablanca
2014-02-10,12.0,66,0.0,10.5,Delhi
2014-02-10,19.0,78,0.3,12.4,Johannesburg
2014-02-10,27.7,84,1.4,14.7,Lagos
2014-02-10,4.7,89,1.8,18.4,London
2014-02-10,16.2,35,0.0,11.8,Mexico City
2014-02-10,22.6,61,0.0,16.8,Mumbai
2014-02-10,18.8,84,13.4,6.6,Nairobi
2014-02-10,-6.2,76,2.2,16.1,New York
2014-02-10,5.7,80,0.9,19.5,Paris
2014-02-10,-0.7,77,0.0,16.9,Tokyo
2014-02-11,20.5,81,0.0,15.3,Cape Town
2014-02-11,10.8,70,0.0,9.6,Casablanca
2014-02-11,12.9,67,0.0,11.7,Delhi
2014-02-11,20.2,58,0.0,12.0,Johannesburg
2014-02-11,27.5,85,2.3,17.1,Lagos
2014-02-11,4.5,82,5.2,37.9,London
2014-02-11,15.6,40,0.0,9.3,Mexico City
2014-02-11,22.1,67,0.0,18.9,Mumbai
2014-02-11,19.4,79,13.2,6.4,Nairobi
2014-02-11,-12.5,72,0.0,13.5,New York
2014-02-11,5.2,85,4.9,25.8,Paris
2014-02-11,0.3,69,0.0,22.6,Tokyo
2014-02-12,21.9,82,0.0,18.1,Cape Town
2014-02-12,13.8,77,0.0,12.4,Casablanca
2014-02-12,12.6,68,0.0,15.4,Delhi
2014-02-12,20.4,50,0.0,19.7,Johannesburg
2014-02-12,27.2,86,2.3,15.4,Lagos
2014-02-12,5.1,82,8.1,47.2,London
2014-02-12,15.5,51,0.0,13.3,Mexico City
2014-02-12,22.6,62,0.0,16.4,Mumbai
2014-02-12,20.1,74,8.6,8.6,Nairobi
2014-02-12,-13.5,75,0.0,12.2,New York
2014-02-12,5.5,83,3.8,34.3,Paris
2014-02-12,0.1,72,0.0,18.7,Tokyo
2014-02-13,22.3,76,0.0,32.7,Cape Town
2014-02-13,14.0,88,0.0,12.3,Casablanca
2014-02-13,14.0,70,3.4,11.5,Delhi
2014-02-13,19.5,62,0.0,15.9,Johannesburg
2014-02-13,27.2,86,1.9,16.3,Lagos
2014-02-13,4.7,71,0.1,30.0,London
2014-02-13,15.5,42,0.0,11.8,Mexico City
2014-02-13,23.1,69,0.0,20.8,Mumbai
2014-02-13,20.2,73,0.5,13.5,Nairobi
2014-02-13,-2.5,90,34.8,33.9,New York
2014-02-13,6.1,82,9.2,30.3,Paris
2014-02-13,2.2,68,0.9,22.1,Tokyo
2014-02-14,26.4,62,0.0,22.0,Cape Town
2014-02-14,16.2,72,0.0,16.7,Casablanca
