City,Date,Electricity Consumption,Source
New York,2023-02-13,396806833.21,eia-monthly
New York,2023-02-14,396806833.21,eia-monthly
New York,2023-02-15,396806833.21,eia-monthly
New York,2023-02-16,396806833.21,eia-monthly
New York,2023-02-17,396806833.21,eia-monthly
New York,2023-02-18,396806833.21,eia-monthly
New York,2023-02-19,396806833.21,eia-monthly
New York,2023-02-20,396806833.21,eia-monthly
New York,2023-02-21,396806833.21,eia-monthly
New York,2023-02-22,396806833.21,eia-monthly
New York,2023-02-23,396806833.21,eia-monthly
New York,2023-02-24,396806833.21,eia-monthly
New York,2023-02-25,396806833.21,eia-monthly
New York,2023-02-26,396806833.21,eia-monthly
New York,2023-02-27,396806833.21,eia-monthly
New York,2023-02-28,396806833.21,eia-monthly
New York,2023-01-01,384124441.94,eia-monthly
New York,2023-01-02,384124441.94,eia-monthly
New York,2023-01-03,384124441.94,eia-monthly
New York,2023-01-04,384124441.94,eia-monthly
New York,2023-01-05,384124441.94,eia-monthly
New York,2023-01-06,384124441.94,eia-monthly
New York,2023-01-07,384124441.94,eia-monthly
New York,2023-01-08,384124441.94,eia-monthly
New York,2023-01-09,384124441.94,eia-monthly
New York,2023-01-10,384124441.94,eia-monthly
New York,2023-01-11,384124441.94,eia-monthly
New York,2023-01-12,384124441.94,eia-monthly
New York,2023-01-13,384124441.94,eia-monthly
New York,2023-01-14,384124441.94,eia-monthly
New York,2023-01-15,384124441.94,eia-monthly
New York,2023-01-16,384124441.94,eia-monthly
New York,2023-01-17,384124441.94,eia-monthly
New York,2023-01-18,384124441.94,eia-monthly
New York,2023-01-19,384124441.94,eia-monthly
New York,2023-01-20,384124441.94,eia-monthly
New York,2023-01-21,384124441.94,eia-monthly
New York,2023-01-22,384124441.94,eia-monthly
New York,2023-01-23,384124441.94,eia-monthly
New York,2023-01-24,384124441.94,eia-monthly
New York,2023-01-25,384124441.94,eia-monthly
New York,2023-01-26,384124441.94,eia-monthly
New York,2023-01-27,384124441.94,eia-monthly
New York,2023-01-28,384124441.94,eia-monthly
New York,2023-01-29,384124441.94,eia-monthly
New York,2023-01-30,384124441.94,eia-monthly
New York,2023-01-31,384124441.94,eia-monthly
Cairo,2023-01-01,358394448.07,estimated
Cairo,2023-01-02,401089651.95,estimated
Cairo,2023-01-03,415442237.03,estimated
Cairo,2023-01-04,433220556.22,estimated
Cairo,2023-01-05,401717933.65,estimated
Cairo,2023-01-06,419786522.27,estimated
Cairo,2023-01-07,355329646.12,estimated
Cairo,2023-01-08,347053966.61,estimated
Cairo,2023-01-09,424818214.94,estimated
Cairo,2023-01-10,401302511.34,estimated
Cairo,2023-01-11,401003746.83,estimated
Cairo,2023-01-12,424978215.56,estimated
Cairo,2023-01-13,426149860.1,estimated
Cairo,2023-01-14,368554205.57,estimated
Cairo,2023-01-15,354214486.39,estimated
Cairo,2023-01-16,401030632.45,estimated
Cairo,2023-01-17,401010646.34,estimated
Cairo,2023-01-18,404687648.99,estimated
Cairo,2023-01-19,395405987.42,estimated
Cairo,2023-01-20,421061946.62,estimated
Cairo,2023-01-21,361793165.21,estimated
Cairo,2023-01-22,367261326.24,estimated
Cairo,2023-01-23,407964838.52,estimated
Cairo,2023-01-24,424465822.88,estimated
Cairo,2023-01-25,428141591.24,estimated
Cairo,2023-01-26,413661083.31,estimated
Cairo,2023-01-27,433116954.35,estimated
Cairo,2023-01-28,348963933.57,estimated
Cairo,2023-01-29,348151317.94,estimated
Cairo,2023-01-30,408966204.77,estimated
Cairo,2023-01-31,400828286.08,estimated
Cairo,2023-02-01,405541339.59,estimated
Cairo,2023-02-02,407187225.88,estimated
Cairo,2023-02-03,415020047.83,estimated
Cairo,2023-02-04,338201606.07,estimated
Cairo,2023-02-05,345792277.74,estimated
Cairo,2023-02-06,414706504.48,estimated
Cairo,2023-02-07,397619237.36,estimated
Cairo,2023-02-08,413251096.31,estimated
Cairo,2023-02-09,404021486.25,estimated
Cairo,2023-02-10,410897106.83,estimated
Cairo,2023-02-11,341054623.33,estimated
Cairo,2023-02-12,349958894.82,estimated
Cairo,2023-02-13,416517179.0,estimated
Cairo,2023-02-14,427291296.75,estimated
Cairo,2023-02-15,420517971.03,estimated
Cairo,2023-02-16,397627520.49,estimated
Cairo,2023-02-17,396515165.66,estimated
Cairo,2023-02-18,334884288.48,estimated
Cairo,2023-02-19,368717132.57,estimated
Cairo,2023-02-20,400192702.76,estimated
Cairo,2023-02-21,394575115.25,estimated
Cairo,2023-02-22,413254463.73,estimated
Cairo,2023-02-23,397134078.09,estimated
Cairo,2023-02-24,397143902.63,estimated
Cairo,2023-02-25,344031418.39,estimated
Cairo,2023-02-26,363464507.52,estimated
Cairo,2023-02-27,412330288.8,estimated
Cairo,2023-02-28,413596878.82,estimated
Cairo,2023-03-01,343149366.84,estimated
Cairo,2023-03-02,363811500.22,estimated
Cairo,2023-03-03,372890609.67,estimated
Cairo,2023-03-04,305385270.17,estimated
Cairo,2023-03-05,291743193.21,estimated
Cairo,2023-03-06,362849515.57,estimated
Cairo,2023-03-07,347998161.69,estimated
Cairo,2023-03-08,374607071.09,estimated
Cairo,2023-03-09,365603874.94,estimated
Cairo,2023-03-10,359980413.1,estimated
Cairo,2023-03-11,319903255.04,estimated
Cairo,2023-03-12,308639603.31,estimated
Cairo,2023-03-13,371104181.55,estimated
Cairo,2023-03-14,353426917.27,estimated
Cairo,2023-03-15,362918007.68,estimated
Cairo,2023-03-16,374193952.6,estimated
Cairo,2023-03-17,352036097.98,estimated
Cairo,2023-03-18,314476350.36,estimated
Cairo,2023-03-19,300721389.95,estimated
Cairo,2023-03-20,377350219.95,estimated
Cairo,2023-03-21,373899755.66,estimated
Cairo,2023-03-22,351152615.19,estimated
Cairo,2023-03-23,353635400.25,estimated
Cairo,2023-03-24,367659211.34,estimated
Cairo,2023-03-25,300822125.41,estimated
Cairo,2023-03-26,302911629.65,estimated
Cairo,2023-03-27,377739103.2,estimated
Cairo,2023-03-28,344434726.33,estimated
Cairo,2023-03-29,360476418.48,estimated
Cairo,2023-03-30,362142421.85,estimated
Cairo,2023-03-31,345072729.02,estimated
Cairo,2023-04-01,296029245.39,estimated
Cairo,2023-04-02,307045667.61,estimated
Cairo,2023-04-03,345903867.11,estimated
Cairo,2023-04-04,371820238.72,estimated
Cairo,2023-04-05,376710972.59,estimated
Cairo,2023-04-06,369616370.93,estimated
Cairo,2023-04-07,370439562.57,estimated
Cairo,2023-04-08,312457301.98,estimated
Cairo,2023-04-09,311310179.04,estimated
Cairo,2023-04-10,349914841.34,estimated
Cairo,2023-04-11,343516433.27,estimated
Cairo,2023-04-12,364797239.23,estimated
Cairo,2023-04-13,344301594.07,estimated
Cairo,2023-04-14,372582071.23,estimated
Cairo,2023-04-15,298664175.05,estimated
Cairo,2023-04-16,313084514.53,estimated
Cairo,2023-04-17,352333689.33,estimated
Cairo,2023-04-18,366747381.02,estimated
Cairo,2023-04-19,374903778.49,estimated
Cairo,2023-04-20,343292387.96,estimated
Cairo,2023-04-21,352896785.18,estimated
Cairo,2023-04-22,306893788.78,estimated
Cairo,2023-04-23,321293203.8,estimated
Cairo,2023-04-24,375045909.82,estimated
Cairo,2023-04-25,366793803.57,estimated
Cairo,2023-04-26,358291490.98,estimated
Cairo,2023-04-27,376564823.09,estimated
Cairo,2023-04-28,361155416.42,estimated
Cairo,2023-04-29,314280459.03,estimated
Cairo,2023-04-30,317810372.96,estimated
Cairo,2023-05-01,350211226.99,estimated
Cairo,2023-05-02,357629732.99,estimated
Cairo,2023-05-03,362138589.52,estimated
Cairo,2023-05-04,364077119.76,estimated
Cairo,2023-05-05,364869397.09,estimated
Cairo,2023-05-06,318035211.05,estimated
Cairo,2023-05-07,293814611.31,estimated
Cairo,2023-05-08,372723149.29,estimated
Cairo,2023-05-09,375890668.22,estimated
Cairo,2023-05-10,374467063.68,estimated
Cairo,2023-05-11,348048668.08,estimated
Cairo,2023-05-12,353766529.89,estimated
Cairo,2023-05-13,304756293.84,estimated
Cairo,2023-05-14,299351393.86,estimated
Cairo,2023-05-15,348564106.6,estimated
Cairo,2023-05-16,364628267.97,estimated
Cairo,2023-05-17,366756505.02,estimated
Cairo,2023-05-18,368806466.64,estimated
Cairo,2023-05-19,359081855.28,estimated
Cairo,2023-05-20,298000836.12,estimated
Cairo,2023-05-21,297140984.06,estimated
Cairo,2023-05-22,361056588.63,estimated
Cairo,2023-05-23,358712710.64,estimated
Cairo,2023-05-24,377001734.69,estimated
Cairo,2023-05-25,358362656.72,estimated
Cairo,2023-05-26,356067856.3,estimated
Cairo,2023-05-27,304663992.75,estimated
Cairo,2023-05-28,306951711.81,estimated
Cairo,2023-05-29,367903520.49,estimated
Cairo,2023-05-30,374608275.8,estimated
Cairo,2023-05-31,369665143.59,estimated
Cairo,2023-06-01,428365824.99,estimated
Cairo,2023-06-02,450753919.95,estimated
Cairo,2023-06-03,380504359.55,estimated
Cairo,2023-06-04,378004668.08,estimated
Cairo,2023-06-05,429524977.0,estimated
Cairo,2023-06-06,445961429.25,estimated
Cairo,2023-06-07,421404803.55,estimated
Cairo,2023-06-08,452569894.78,estimated
Cairo,2023-06-09,423587301.84,estimated
Cairo,2023-06-10,374356698.82,estimated
Cairo,2023-06-11,382233780.74,estimated
Cairo,2023-06-12,418178886.53,estimated
Cairo,2023-06-13,436161293.31,estimated
Cairo,2023-06-14,431719502.41,estimated
Cairo,2023-06-15,428332541.65,estimated
Cairo,2023-06-16,437672634.28,estimated
Cairo,2023-06-17,370989753.26,estimated
Cairo,2023-06-18,371221933.07,estimated
Cairo,2023-06-19,418324263.74,estimated
Cairo,2023-06-20,416979647.74,estimated
Cairo,2023-06-21,437683840.17,estimated
Cairo,2023-06-22,415502414.18,estimated
Cairo,2023-06-23,424268632.33,estimated
Cairo,2023-06-24,357545635.29,estimated
Cairo,2023-06-25,355942532.84,estimated
Cairo,2023-06-26,412093765.59,estimated
Cairo,2023-06-27,410613725.49,estimated
Cairo,2023-06-28,418481066.53,estimated
Cairo,2023-06-29,436727380.02,estimated
Cairo,2023-06-30,412258500.25,estimated
Cairo,2023-07-01,353616112.42,estimated
Cairo,2023-07-02,381404610.61,estimated
Cairo,2023-07-03,436884384.37,estimated
Cairo,2023-07-04,430562979.93,estimated
Cairo,2023-07-05,440453519.85,estimated
Cairo,2023-07-06,430560944.73,estimated
Cairo,2023-07-07,438087336.87,estimated
Cairo,2023-07-08,367804214.3,estimated
Cairo,2023-07-09,376268709.18,estimated
Cairo,2023-07-10,413456023.22,estimated
Cairo,2023-07-11,411154109.53,estimated
Cairo,2023-07-12,435817147.0,estimated
Cairo,2023-07-13,439926109.42,estimated
Cairo,2023-07-14,446462176.58,estimated
Cairo,2023-07-15,348936774.05,estimated
Cairo,2023-07-16,367999279.42,estimated
Cairo,2023-07-17,441301505.53,estimated
Cairo,2023-07-18,451873697.23,estimated
Cairo,2023-07-19,432497620.93,estimated
Cairo,2023-07-20,447866001.2,estimated
Cairo,2023-07-21,430383288.35,estimated
Cairo,2023-07-22,359019687.12,estimated
Cairo,2023-07-23,385147511.93,estimated
Cairo,2023-07-24,448239255.99,estimated
Cairo,2023-07-25,446700163.22,estimated
Cairo,2023-07-26,427881123.21,estimated
Cairo,2023-07-27,420207849.09,estimated
Cairo,2023-07-28,435215140.26,estimated
Cairo,2023-07-29,372190342.07,estimated
Cairo,2023-07-30,365370708.44,estimated
Cairo,2023-07-31,451756899.43,estimated
Cairo,2023-08-01,420463160.57,estimated
Cairo,2023-08-02,448208860.22,estimated
Cairo,2023-08-03,417924333.74,estimated
Cairo,2023-08-04,438309867.31,estimated
Cairo,2023-08-05,370570047.16,estimated
Cairo,2023-08-06,362273046.46,estimated
Cairo,2023-08-07,433908601.99,estimated
Cairo,2023-08-08,411584197.92,estimated
Cairo,2023-08-09,442040768.2,estimated
Cairo,2023-08-10,441344994.69,estimated
Cairo,2023-08-11,446183262.95,estimated
Cairo,2023-08-12,370516170.92,estimated
Cairo,2023-08-13,362060956.16,estimated
Cairo,2023-08-14,431708507.6,estimated
Cairo,2023-08-15,428617952.18,estimated
Cairo,2023-08-16,432831311.31,estimated
Cairo,2023-08-17,420149006.04,estimated
Cairo,2023-08-18,420272300.13,estimated
Cairo,2023-08-19,355539082.0,estimated
Cairo,2023-08-20,375753028.33,estimated
Cairo,2023-08-21,433800455.12,estimated
Cairo,2023-08-22,417685178.71,estimated
Cairo,2023-08-23,413965332.7,estimated
Cairo,2023-08-24,430985524.86,estimated
Cairo,2023-08-25,452145101.43,estimated
Cairo,2023-08-26,358789509.34,estimated
Cairo,2023-08-27,380753164.63,estimated
Cairo,2023-08-28,431948473.44,estimated
Cairo,2023-08-29,422359942.17,estimated
Cairo,2023-08-30,419566554.02,estimated
Cairo,2023-08-31,414491477.59,estimated
Cairo,2023-09-01,343850156.42,estimated
Cairo,2023-09-02,305853116.55,estimated
Cairo,2023-09-03,291423968.3,estimated
Cairo,2023-09-04,347615942.38,estimated
Cairo,2023-09-05,361823067.47,estimated
Cairo,2023-09-06,346580083.08,estimated
Cairo,2023-09-07,343740641.54,estimated
Cairo,2023-09-08,367313093.06,estimated
Cairo,2023-09-09,291859137.23,estimated
Cairo,2023-09-10,294193045.4,estimated
