City,Date,PM2.5,PM10,O3,NO2,CO,SO2
Cairo,2023-02-28,47.699999999999996,68.92083333333333,42.625,59.80833333333334,501.0833333333333,76.67916666666666
Cairo,2023-03-01,42.75833333333333,56.800000000000004,27.75,78.64583333333333,685.6666666666666,96.12083333333334
Cairo,2023-03-02,39.86666666666667,64.575,42.583333333333336,48.06666666666666,441.75,53.17916666666667
Cairo,2023-03-03,46.13333333333333,83.14583333333333,61.5,37.82083333333333,305.4166666666667,38.87083333333333
Cairo,2023-03-04,38.90416666666667,69.87083333333334,56.916666666666664,35.24166666666667,282.2916666666667,34.96666666666667
Cairo,2023-03-05,33.675,65.2625,46.208333333333336,28.545833333333334,225.20833333333334,34.020833333333336
Cairo,2023-03-06,30.179166666666664,44.29583333333333,64.16666666666667,30.058333333333334,280.3333333333333,37.88333333333333
Cairo,2023-03-07,31.808333333333334,44.9625,65.91666666666667,35.3375,326.75,36.800000000000004
Cairo,2023-03-08,34.1875,45.77916666666667,55.041666666666664,47.70416666666667,379.875,47.05833333333334
Cairo,2023-03-09,24.079166666666666,45.7125,57.833333333333336,52.675000000000004,372.625,52.125
Cairo,2023-03-10,25.45,45.770833333333336,53.958333333333336,43.34583333333333,355.9166666666667,54.099999999999994
Cairo,2023-03-11,36.35,58.53333333333333,41.916666666666664,45.175000000000004,339.4583333333333,43.5625
Cairo,2023-03-12,24.933333333333334,46.32083333333333,47.416666666666664,38.762499999999996,278.875,33.074999999999996
Cairo,2023-03-13,30.108333333333334,64.69166666666666,42.25,33.525,252.70833333333334,33.1625
Cairo,2023-03-14,23.070833333333336,34.045833333333334,62.75,25.875,244.58333333333334,27.724999999999998
Cairo,2023-03-15,18.066666666666666,28.708333333333332,55.333333333333336,37.329166666666666,327.7083333333333,34.24583333333333
Cairo,2023-03-16,21.662499999999998,36.775,42.208333333333336,48.1875,385.1666666666667,44.4375
Cairo,2023-03-17,27.229166666666668,56.93333333333334,49.0,39.7875,301.0416666666667,41.47083333333333
Cairo,2023-03-18,27.0,55.17083333333333,58.541666666666664,33.11666666666667,284.3333333333333,33.487500000000004
Cairo,2023-03-19,18.5625,36.9,71.29166666666667,17.929166666666667,217.20833333333334,16.620833333333334
Cairo,2023-03-20,23.241666666666664,37.19166666666667,63.666666666666664,20.720833333333335,239.79166666666666,18.179166666666667
Cairo,2023-03-21,28.004166666666666,42.329166666666666,49.875,41.61666666666667,328.9166666666667,38.8125
Cairo,2023-03-22,33.333333333333336,53.29583333333333,50.375,56.854166666666664,378.8333333333333,71.41666666666667
Cairo,2023-03-23,31.245833333333334,66.22500000000001,43.458333333333336,55.60833333333333,369.875,66.97916666666667
Cairo,2023-03-24,32.02916666666667,66.25,45.125,42.137499999999996,324.2083333333333,48.50833333333333
Cairo,2023-03-25,35.00416666666667,54.55833333333334,65.375,24.412499999999998,225.04166666666666,22.833333333333332
Cairo,2023-03-26,21.391666666666666,34.1,72.375,21.7375,230.25,22.791666666666668
Cairo,2023-03-27,26.291666666666668,39.7125,51.666666666666664,40.67916666666667,322.7916666666667,35.208333333333336
Cairo,2023-03-28,28.337500000000002,42.99166666666667,40.291666666666664,52.11666666666667,384.3333333333333,49.5625
Cairo,2023-03-29,23.191666666666666,41.15,68.0,27.733333333333334,247.08333333333334,29.525000000000002
Cairo,2023-03-30,16.620833333333334,30.145833333333332,79.875,21.158333333333335,222.375,22.358333333333334
Cairo,2023-03-31,18.866666666666667,28.72083333333333,70.125,30.266666666666666,260.5833333333333,31.816666666666666
Cairo,2023-04-01,26.1125,39.05416666666667,63.125,41.37083333333333,333.4583333333333,40.31666666666667
Cairo,2023-04-02,19.95,30.166666666666668,66.45833333333333,35.016666666666666,283.2083333333333,34.333333333333336
Cairo,2023-04-03,19.991666666666667,28.875,54.958333333333336,44.17916666666667,317.375,46.32083333333333
Cairo,2023-04-04,28.433333333333334,54.77916666666667,61.166666666666664,33.15,258.0,26.875
Cairo,2023-04-05,41.37916666666667,88.69583333333333,65.41666666666667,33.645833333333336,283.5833333333333,36.083333333333336
Cairo,2023-04-06,24.0125,38.88333333333333,71.66666666666667,34.983333333333334,277.5416666666667,35.15
Cairo,2023-04-07,22.34166666666667,38.449999999999996,65.33333333333333,29.633333333333336,237.125,25.8125
Cairo,2023-04-08,32.175000000000004,57.479166666666664,64.95833333333333,27.079166666666666,239.20833333333334,33.49166666666667
Cairo,2023-04-09,37.82083333333333,71.35000000000001,51.916666666666664,33.487500000000004,260.8333333333333,32.416666666666664
Cairo,2023-04-10,39.612500000000004,82.12083333333334,69.95833333333333,19.4875,208.91666666666666,25.037499999999998
Cairo,2023-04-11,18.974999999999998,30.224999999999998,76.95833333333333,22.445833333333336,224.33333333333334,24.675
Cairo,2023-04-12,23.508333333333336,52.725,75.79166666666667,20.716666666666665,238.125,18.912499999999998
Cairo,2023-04-13,25.15833333333333,46.27916666666667,64.45833333333333,30.587500000000002,278.875,26.079166666666666
Cairo,2023-04-14,30.920833333333334,44.14166666666667,73.20833333333333,35.074999999999996,300.625,40.9125
Cairo,2023-04-15,26.641666666666666,36.24583333333333,84.91666666666667,21.195833333333333,227.58333333333334,22.8625
Cairo,2023-04-16,27.25,38.13333333333333,81.29166666666667,28.037499999999998,247.54166666666666,29.941666666666666
Cairo,2023-04-17,27.741666666666664,41.675000000000004,63.083333333333336,44.80416666666667,348.3333333333333,47.574999999999996
Cairo,2023-04-18,31.429166666666664,53.050000000000004,50.291666666666664,41.920833333333334,303.375,54.487500000000004
Cairo,2023-04-19,39.041666666666664,76.52499999999999,57.208333333333336,36.579166666666666,266.0416666666667,39.47083333333333
Cairo,2023-04-20,19.395833333333332,33.22083333333333,88.29166666666667,19.595833333333335,209.0,26.5125
Cairo,2023-04-21,22.558333333333334,35.449999999999996,86.16666666666667,23.775000000000002,233.375,29.945833333333336
Cairo,2023-04-22,17.129166666666666,27.587500000000002,86.5,15.025,192.75,17.354166666666668
Cairo,2023-04-23,20.5125,37.65416666666667,80.95833333333333,16.304166666666667,191.125,17.158333333333335
Cairo,2023-04-24,27.233333333333334,47.949999999999996,75.70833333333333,22.09166666666667,218.0,24.575
Cairo,2023-04-25,27.629166666666666,46.18333333333334,76.04166666666667,27.266666666666666,241.95833333333334,30.77916666666667
Cairo,2023-04-26,28.954166666666666,52.583333333333336,72.66666666666667,28.920833333333334,259.75,35.2875
Cairo,2023-04-27,23.979166666666668,45.166666666666664,65.25,25.099999999999998,239.66666666666666,30.754166666666666
Cairo,2023-04-28,21.820833333333336,32.0375,80.33333333333333,19.295833333333334,207.54166666666666,27.537499999999998
Cairo,2023-04-29,18.983333333333334,33.69166666666667,87.08333333333333,14.033333333333333,183.20833333333334,16.220833333333335
Cairo,2023-04-30,20.6375,30.087500000000002,77.875,22.599999999999998,214.20833333333334,27.979166666666668
Cairo,2023-05-01,25.65833333333333,33.833333333333336,82.54166666666667,26.666666666666668,228.95833333333334,33.045833333333334
Cairo,2023-05-02,18.712500000000002,27.829166666666666,84.33333333333333,19.0625,198.83333333333334,21.729166666666668
Cairo,2023-05-03,18.275000000000002,24.34583333333333,89.16666666666667,18.116666666666667,191.41666666666666,18.358333333333334
Cairo,2023-05-04,27.7,41.82083333333333,91.95833333333333,25.620833333333334,230.0,24.683333333333334
Cairo,2023-05-05,38.65833333333334,98.55833333333334,75.70833333333333,20.516666666666666,196.625,23.849999999999998
Cairo,2023-05-06,28.77916666666667,61.90416666666667,65.75,23.766666666666666,213.625,26.758333333333336
Cairo,2023-05-07,21.175,31.2,73.45833333333333,17.220833333333335,196.66666666666666,18.441666666666666
Cairo,2023-05-08,28.604166666666668,39.50416666666667,71.29166666666667,24.808333333333334,215.25,33.300000000000004
Cairo,2023-05-09,28.866666666666664,41.204166666666666,78.25,28.816666666666666,235.41666666666666,31.987499999999997
Cairo,2023-05-10,26.34583333333333,35.5375,87.08333333333333,23.400000000000002,217.04166666666666,30.645833333333332
Cairo,2023-05-11,38.708333333333336,84.67916666666666,71.54166666666667,23.34583333333333,211.125,23.645833333333332
Cairo,2023-05-12,25.441666666666666,42.02916666666667,78.625,19.379166666666666,193.54166666666666,24.616666666666664
Cairo,2023-05-13,20.6875,30.0125,78.79166666666667,19.808333333333334,183.95833333333334,24.962500000000002
Cairo,2023-05-14,20.412499999999998,32.19166666666667,85.16666666666667,18.25,181.25,22.791666666666668
Cairo,2023-05-15,22.15416666666667,36.15833333333333,79.04166666666667,18.354166666666668,182.29166666666666,18.833333333333332
Cairo,2023-05-16,28.704166666666666,41.00833333333333,85.875,30.087500000000002,242.95833333333334,33.93333333333333
Cairo,2023-05-17,33.34166666666667,57.237500000000004,69.0,31.075,244.875,33.975
Cairo,2023-05-18,18.070833333333333,28.900000000000002,91.25,16.641666666666666,174.75,24.837500000000002
Cairo,2023-05-19,20.991666666666667,29.150000000000002,80.125,22.729166666666668,201.79166666666666,30.041666666666668
Cairo,2023-05-20,22.974999999999998,32.0375,75.41666666666667,28.370833333333334,234.16666666666666,29.883333333333336
Cairo,2023-05-21,33.49166666666667,67.67083333333333,66.16666666666667,26.070833333333336,207.70833333333334,28.71666666666667
Cairo,2023-05-22,40.71666666666667,129.3375,75.79166666666667,16.4875,182.04166666666666,16.974999999999998
Cairo,2023-05-23,34.17916666666667,83.1125,59.25,37.32083333333333,267.9166666666667,35.083333333333336
Cairo,2023-05-24,26.5625,60.10833333333333,69.79166666666667,28.025000000000002,230.08333333333334,31.95
Cairo,2023-05-25,26.09583333333333,47.8125,72.58333333333333,25.929166666666664,222.66666666666666,33.791666666666664
Cairo,2023-05-26,27.395833333333332,66.05416666666666,72.25,22.116666666666664,202.66666666666666,19.425
Cairo,2023-05-27,45.675000000000004,114.24166666666667,71.0,19.5625,169.08333333333334,19.883333333333333
Cairo,2023-05-28,39.791666666666664,93.23333333333333,66.75,18.566666666666666,170.91666666666666,19.75
Cairo,2023-05-29,26.308333333333334,44.35,64.5,25.825,227.29166666666666,26.333333333333332
Cairo,2023-05-30,25.383333333333336,39.18333333333333,79.33333333333333,24.525000000000002,213.33333333333334,32.3125
Cairo,2023-05-31,28.34583333333333,43.475,83.375,24.724999999999998,214.70833333333334,30.78333333333333
Cairo,2023-06-01,33.483333333333334,78.3,56.791666666666664,30.03333333333333,213.625,25.758333333333336
Cairo,2023-06-02,49.71666666666667,116.87083333333334,64.29166666666667,17.770833333333332,174.91666666666666,16.8
Cairo,2023-06-03,30.662499999999998,66.87916666666668,68.83333333333333,17.833333333333332,171.04166666666666,23.2375
Cairo,2023-06-04,22.183333333333334,40.604166666666664,78.83333333333333,15.6,163.83333333333334,18.366666666666667
Cairo,2023-06-05,22.883333333333336,33.85,83.58333333333333,19.125,185.625,22.712500000000002
Cairo,2023-06-06,23.650000000000002,32.34583333333333,83.58333333333333,24.712500000000002,208.08333333333334,28.34166666666667
Cairo,2023-06-07,21.95,41.954166666666666,76.79166666666667,22.375,201.91666666666666,22.900000000000002
Cairo,2023-06-08,38.895833333333336,87.39166666666667,54.791666666666664,26.795833333333334,198.41666666666666,23.941666666666666
Cairo,2023-06-09,47.137499999999996,102.98333333333333,60.208333333333336,25.504166666666666,187.875,29.704166666666666
Cairo,2023-06-10,23.754166666666666,40.975,78.08333333333333,16.129166666666666,165.375,19.908333333333335
Cairo,2023-06-11,23.358333333333334,36.02916666666667,60.958333333333336,25.416666666666668,194.58333333333334,25.754166666666666
Cairo,2023-06-12,25.708333333333332,41.11666666666667,50.25,31.758333333333336,222.16666666666666,28.929166666666664
Cairo,2023-06-13,25.3625,53.791666666666664,64.375,21.858333333333334,189.20833333333334,20.120833333333334
Cairo,2023-06-14,22.40833333333333,31.891666666666666,81.16666666666667,18.879166666666666,175.625,26.020833333333332
Cairo,2023-06-15,24.329166666666666,32.50833333333333,83.0,24.395833333333332,224.5,30.670833333333334
Cairo,2023-06-16,23.4875,43.38333333333333,66.625,41.5875,284.1666666666667,42.791666666666664
Cairo,2023-06-17,22.90416666666667,45.208333333333336,70.33333333333333,22.837500000000002,188.125,22.037499999999998
Cairo,2023-06-18,17.383333333333333,25.5,75.75,20.441666666666666,196.5,22.504166666666666
Cairo,2023-06-19,20.129166666666666,29.054166666666664,87.33333333333333,21.441666666666666,191.04166666666666,26.47083333333333
Cairo,2023-06-20,23.204166666666666,31.291666666666668,83.5,18.566666666666666,199.83333333333334,25.745833333333334
Cairo,2023-06-21,25.77916666666667,33.55416666666667,88.83333333333333,19.425,204.45833333333334,26.208333333333332
Cairo,2023-06-22,23.59166666666667,31.53333333333333,94.95833333333333,20.966666666666665,209.41666666666666,28.570833333333336
Cairo,2023-06-23,23.375,30.420833333333334,83.75,23.308333333333334,216.125,24.883333333333336
Cairo,2023-06-24,20.175,27.21666666666667,85.70833333333333,21.40416666666667,196.875,20.570833333333333
Cairo,2023-06-25,21.65416666666667,26.845833333333335,87.25,22.662499999999998,193.625,23.40833333333333
Cairo,2023-06-26,25.541666666666668,32.40416666666667,87.45833333333333,25.870833333333334,210.20833333333334,31.695833333333336
Cairo,2023-06-27,22.8625,35.42916666666667,71.54166666666667,27.625,221.41666666666666,29.920833333333334
Cairo,2023-06-28,25.420833333333334,34.358333333333334,80.33333333333333,23.370833333333334,219.20833333333334,28.358333333333334
Cairo,2023-06-29,21.641666666666666,30.150000000000002,84.41666666666667,21.337500000000002,217.375,26.27916666666667
Cairo,2023-06-30,24.829166666666666,34.125,84.16666666666667,19.454166666666666,211.375,26.483333333333334
Cairo,2023-07-01,19.6375,28.087500000000002,91.08333333333333,14.691666666666668,189.16666666666666,16.716666666666665
Cairo,2023-07-02,20.158333333333335,27.195833333333336,88.91666666666667,18.695833333333333,197.66666666666666,21.308333333333334
Cairo,2023-07-03,21.929166666666664,31.15416666666667,91.5,26.212500000000002,240.79166666666666,26.333333333333332
Cairo,2023-07-04,26.400000000000002,52.51666666666667,83.45833333333333,23.34166666666667,234.33333333333334,28.504166666666666
Cairo,2023-07-05,21.6875,32.479166666666664,85.75,19.441666666666666,202.16666666666666,28.079166666666666
Cairo,2023-07-06,24.037499999999998,34.987500000000004,79.5,22.28333333333333,210.83333333333334,30.058333333333334
Cairo,2023-07-07,24.004166666666666,34.75833333333333,82.83333333333333,19.154166666666665,218.75,24.650000000000002
Cairo,2023-07-08,21.5125,32.545833333333334,93.33333333333333,14.200000000000001,203.125,17.462500000000002
Cairo,2023-07-09,20.358333333333334,34.541666666666664,97.83333333333333,10.979166666666666,195.33333333333334,13.424999999999999
Cairo,2023-07-10,17.416666666666668,29.370833333333334,93.875,14.9125,199.25,21.291666666666668
Cairo,2023-07-11,16.537499999999998,25.45,84.75,16.5625,202.08333333333334,19.779166666666665
Cairo,2023-07-12,15.591666666666667,24.962500000000002,84.33333333333333,17.92083333333333,199.45833333333334,17.116666666666667
Cairo,2023-07-13,18.525000000000002,24.958333333333332,90.54166666666667,20.691666666666666,209.08333333333334,23.220833333333335
Cairo,2023-07-14,20.275000000000002,27.525000000000002,94.125,21.59166666666667,230.45833333333334,23.616666666666664
Cairo,2023-07-15,23.46666666666667,30.59583333333333,92.625,22.34583333333333,243.75,23.433333333333334
Cairo,2023-07-16,23.09166666666667,32.5375,84.66666666666667,24.1375,237.45833333333334,24.354166666666668
Cairo,2023-07-17,27.108333333333334,43.32916666666667,84.29166666666667,27.370833333333334,239.625,28.166666666666668
Cairo,2023-07-18,24.4875,37.30416666666667,88.875,24.304166666666664,223.79166666666666,29.004166666666666
Cairo,2023-07-19,22.183333333333334,34.06666666666667,81.5,28.02916666666667,232.91666666666666,32.829166666666666
Cairo,2023-07-20,22.566666666666666,36.291666666666664,75.58333333333333,30.96666666666667,238.91666666666666,30.633333333333336
Cairo,2023-07-21,23.34166666666667,31.712500000000002,89.625,25.175,236.58333333333334,29.400000000000002
Cairo,2023-07-22,21.683333333333334,31.77916666666667,94.29166666666667,22.27916666666667,227.79166666666666,24.358333333333334
Cairo,2023-07-23,23.7375,36.74166666666667,99.08333333333333,18.208333333333332,222.58333333333334,19.325
Cairo,2023-07-24,22.641666666666666,35.225,94.79166666666667,24.150000000000002,237.45833333333334,25.96666666666667
Cairo,2023-07-25,23.96666666666667,36.65,110.04166666666667,20.808333333333334,246.04166666666666,24.925
Cairo,2023-07-26,24.804166666666664,40.541666666666664,96.66666666666667,25.545833333333334,269.6666666666667,32.475
Cairo,2023-07-27,22.004166666666666,41.458333333333336,94.70833333333333,27.02916666666667,259.0833333333333,25.962500000000002
Cairo,2023-07-28,25.545833333333334,39.083333333333336,86.70833333333333,27.2,259.75,31.729166666666668
Cairo,2023-07-29,16.366666666666667,25.420833333333334,98.58333333333333,14.391666666666666,197.54166666666666,18.087500000000002
Cairo,2023-07-30,16.858333333333334,26.516666666666666,90.45833333333333,14.795833333333334,191.625,16.858333333333334
Cairo,2023-07-31,17.9875,26.900000000000002,86.25,21.108333333333334,205.70833333333334,25.6875
Cairo,2023-08-01,19.083333333333332,32.15833333333333,71.54166666666667,31.84166666666667,241.66666666666666,35.55416666666667
Cairo,2023-08-02,20.783333333333335,33.291666666666664,82.0,25.683333333333334,228.875,30.0125
Cairo,2023-08-03,20.708333333333332,29.933333333333334,89.75,26.379166666666666,251.75,32.06666666666667
Cairo,2023-08-04,21.90833333333333,27.84583333333333,89.75,26.120833333333334,260.4166666666667,31.079166666666666
Cairo,2023-08-05,18.9875,33.40833333333333,72.95833333333333,28.825,265.8333333333333,29.412499999999998
Cairo,2023-08-06,25.145833333333332,55.43333333333334,76.66666666666667,22.754166666666666,286.0,21.708333333333332
Cairo,2023-08-07,25.25833333333333,54.61666666666667,74.625,24.308333333333334,260.9583333333333,27.108333333333334
Cairo,2023-08-08,17.733333333333334,31.270833333333332,84.66666666666667,19.875,208.29166666666666,27.2
Cairo,2023-08-09,19.616666666666667,30.474999999999998,88.29166666666667,23.179166666666664,221.08333333333334,34.387499999999996
Cairo,2023-08-10,20.925,33.50833333333333,92.625,21.995833333333334,223.83333333333334,29.28333333333333
Cairo,2023-08-11,17.075,27.275000000000002,94.41666666666667,18.279166666666665,205.95833333333334,22.145833333333332
Cairo,2023-08-12,17.954166666666666,28.620833333333334,98.66666666666667,14.595833333333333,193.0,16.454166666666666
Cairo,2023-08-13,19.279166666666665,34.13333333333333,96.125,14.15,195.75,17.845833333333335
Cairo,2023-08-14,20.945833333333333,35.87083333333333,94.375,16.779166666666665,207.54166666666666,23.441666666666666
Cairo,2023-08-15,20.508333333333333,35.354166666666664,94.0,17.133333333333333,204.70833333333334,23.633333333333336
Cairo,2023-08-16,21.275000000000002,35.012499999999996,93.41666666666667,18.191666666666666,212.08333333333334,24.945833333333336
Cairo,2023-08-17,23.1375,36.766666666666666,94.0,20.329166666666666,226.04166666666666,28.629166666666666
Cairo,2023-08-18,26.079166666666666,41.858333333333334,95.91666666666667,22.270833333333332,235.16666666666666,29.575
Cairo,2023-08-19,24.420833333333334,36.025,97.375,19.066666666666666,224.20833333333334,24.525000000000002
Cairo,2023-08-20,24.820833333333336,35.75416666666667,97.04166666666667,19.175,220.75,22.400000000000002
Cairo,2023-08-21,26.129166666666666,40.4375,94.54166666666667,22.420833333333334,232.70833333333334,27.295833333333334
Cairo,2023-08-22,25.84166666666667,39.25,93.91666666666667,23.087500000000002,240.54166666666666,26.72083333333333
Cairo,2023-08-23,25.037499999999998,36.204166666666666,92.79166666666667,23.724999999999998,244.625,28.3625
Cairo,2023-08-24,26.766666666666666,38.0375,89.125,25.741666666666664,243.625,26.724999999999998
Cairo,2023-08-25,26.891666666666666,40.92916666666667,79.70833333333333,28.429166666666664,262.375,29.90416666666667
Cairo,2023-08-26,25.504166666666666,41.920833333333334,82.33333333333333,22.3875,239.45833333333334,22.020833333333332
Cairo,2023-08-27,25.558333333333334,42.79583333333333,72.375,27.445833333333336,253.875,26.462500000000002
Cairo,2023-08-28,23.383333333333336,34.487500000000004,76.83333333333333,22.837500000000002,248.83333333333334,23.895833333333332
Cairo,2023-08-29,22.0625,34.645833333333336,83.16666666666667,24.379166666666666,245.08333333333334,24.458333333333332
Cairo,2023-08-30,25.770833333333332,38.28333333333333,83.375,31.40416666666667,285.4583333333333,32.97083333333333
Cairo,2023-08-31,26.72083333333333,47.19583333333333,83.70833333333333,23.349999999999998,237.66666666666666,25.191666666666666
Cairo,2023-09-01,17.195833333333333,34.40833333333333,80.875,18.5,203.95833333333334,25.837500000000002
Cairo,2023-09-02,19.6375,42.020833333333336,74.75,17.470833333333335,212.875,21.366666666666664
Cairo,2023-09-03,19.837500000000002,31.224999999999998,82.83333333333333,16.545833333333334,213.79166666666666,23.525000000000002
Cairo,2023-09-04,23.204166666666666,37.5625,68.875,34.06666666666667,293.9583333333333,35.93333333333333
Cairo,2023-09-05,32.68333333333333,74.86666666666666,62.75,37.5625,314.6666666666667,39.329166666666666
Cairo,2023-09-06,30.575,77.25833333333334,44.458333333333336,47.00833333333333,371.2083333333333,45.479166666666664
Cairo,2023-09-07,31.4875,76.4375,69.20833333333333,27.775000000000002,265.0416666666667,28.575
Cairo,2023-09-08,31.770833333333332,100.77916666666665,55.208333333333336,27.900000000000002,251.625,25.483333333333334
Cairo,2023-09-09,26.75,67.6875,61.416666666666664,32.229166666666664,282.0833333333333,30.724999999999998
Cairo,2023-09-10,24.708333333333332,70.675,68.29166666666667,23.954166666666666,252.5,23.912499999999998
Cairo,2023-09-11,43.487500000000004,129.29999999999998,62.333333333333336,19.741666666666667,226.91666666666666,22.379166666666666
