City,Date,PM2.5,PM10,O3,NO2,CO,SO2,Green_Space,Temperature_mean,Temperature_max,Humidity,Wind_speed,Pressure,Electricity Consumption,Source,isWeekend,Season
Cairo,2023-02-07,16.020833333333332,30.791666666666668,51.083333333333336,21.84583333333333,270.4166666666667,20.841666666666665,53,12.53191489361702,15.0,53.63829787234042,17.638297872340427,1005.7065957446808,397619237.36,estimated,0,Winter
Cairo,2023-02-08,20.891666666666666,30.96666666666667,37.625,37.1375,369.625,38.266666666666666,53,11.914893617021276,14.0,58.42553191489362,8.72340425531915,1010.4693617021276,413251096.31,estimated,0,Winter
Cairo,2023-02-09,31.254166666666663,39.74583333333333,36.66666666666666,54.54583333333333,455.5833333333333,56.9125,53,11.955555555555556,16.0,51.266666666666666,7.066666666666666,1009.6777777777778,404021486.25,estimated,0,Winter
Cairo,2023-02-10,25.254166666666663,36.85416666666666,51.29166666666666,39.6125,330.0,36.78333333333333,53,13.125,18.0,59.645833333333336,10.25,1006.1854166666668,410897106.83,estimated,1,Winter
Cairo,2023-02-11,27.40833333333333,37.90833333333333,55.375,30.066666666666663,293.4166666666667,30.0375,53,12.688888888888888,17.0,68.37777777777778,12.088888888888889,1004.9224444444444,341054623.33,estimated,1,Winter
Cairo,2023-02-12,28.308333333333334,36.60416666666666,55.208333333333336,34.47083333333333,335.9583333333333,30.891666666666666,53,12.755555555555556,16.0,61.82222222222222,7.977777777777778,1008.9126666666666,349958894.82,estimated,0,Winter
Cairo,2023-02-13,31.308333333333334,40.895833333333336,47.625,41.42083333333333,370.7083333333333,41.94583333333333,53,12.833333333333334,17.0,60.22916666666666,7.895833333333333,1008.9579166666668,416517179.0,estimated,0,Winter
Cairo,2023-02-14,34.07083333333333,43.90416666666667,44.708333333333336,46.05833333333334,412.5416666666667,41.895833333333336,53,12.326530612244898,16.0,64.73469387755102,7.224489795918367,1005.6610204081632,427291296.75,estimated,0,Winter
Cairo,2023-02-15,30.90833333333333,40.704166666666666,48.375,40.90833333333333,365.7083333333333,42.65416666666667,53,13.083333333333334,17.0,62.395833333333336,7.833333333333333,1007.1308333333332,420517971.03,estimated,0,Winter
Cairo,2023-02-16,24.27083333333333,34.958333333333336,49.25,39.05416666666667,339.6666666666667,36.02916666666667,53,14.145833333333334,17.0,58.1875,9.125,1010.624375,397627520.49,estimated,0,Winter
Cairo,2023-02-17,28.933333333333334,39.0,49.04166666666666,36.725,327.1666666666667,30.325,53,13.673913043478262,19.0,64.41304347826087,12.956521739130435,1012.988695652174,396515165.66,estimated,1,Winter
Cairo,2023-02-18,22.85833333333333,29.70833333333333,63.625,24.47083333333333,257.0416666666667,23.954166666666666,53,13.666666666666666,19.0,62.020833333333336,23.25,1012.0216666666666,334884288.48,estimated,1,Winter
Cairo,2023-02-19,22.870833333333334,30.245833333333334,62.583333333333336,26.1625,246.8333333333333,24.391666666666666,53,14.75,19.0,66.14583333333333,16.875,1010.1304166666667,368717132.57,estimated,0,Winter
Cairo,2023-02-20,25.629166666666663,33.44583333333333,57.083333333333336,34.6,296.25,33.825,53,15.645833333333334,18.0,57.29166666666666,16.125,1007.8279166666666,400192702.76,estimated,0,Winter
Cairo,2023-02-21,30.6875,43.56666666666666,48.833333333333336,44.395833333333336,351.2916666666667,43.59166666666667,53,16.148936170212767,20.0,54.680851063829785,9.4468085106383,1006.148085106383,394575115.25,estimated,0,Winter
Cairo,2023-02-22,37.833333333333336,52.99166666666667,42.16666666666666,46.5,370.3333333333333,49.46666666666667,53,15.4468085106383,19.0,62.82978723404256,5.829787234042553,1003.6076595744682,413254463.73,estimated,0,Winter
Cairo,2023-02-23,36.40416666666667,48.69583333333333,37.458333333333336,48.00833333333333,410.4166666666667,50.28333333333333,53,15.806451612903226,19.0,61.67741935483871,5.064516129032258,1002.5103225806452,397134078.09,estimated,0,Winter
Cairo,2023-02-24,40.891666666666666,50.50833333333333,34.916666666666664,49.19583333333333,431.9583333333333,55.87083333333334,53,16.791666666666668,20.0,57.125,4.136363636363637,1003.08375,397143902.63,estimated,1,Winter
Cairo,2023-02-25,37.6,47.7875,43.958333333333336,46.5875,382.0416666666667,47.70416666666667,53,16.942857142857143,21.0,55.6,6.2727272727272725,1004.0142857142856,344031418.39,estimated,1,Winter
Cairo,2023-02-26,21.995833333333334,32.80416666666667,61.5,35.2875,297.0416666666667,29.929166666666664,53,17.170212765957448,23.0,57.4468085106383,10.893617021276595,1006.0425531914892,363464507.52,estimated,0,Winter
Cairo,2023-02-27,32.170833333333334,52.06666666666666,72.58333333333333,29.479166666666668,281.0833333333333,30.0,53,18.604166666666668,26.0,64.10416666666667,12.583333333333334,1006.2064583333332,412330288.8,estimated,0,Winter
Cairo,2023-02-28,47.7,68.92083333333333,42.625,59.80833333333334,501.0833333333333,76.67916666666666,53,19.73170731707317,27.0,70.29268292682927,5.2926829268292686,1002.9641463414632,413596878.82,estimated,0,Winter
Cairo,2023-03-01,42.75833333333333,56.8,27.75,78.64583333333333,685.6666666666666,96.12083333333334,53,23.88888888888889,31.0,35.75555555555555,8.133333333333333,1000.54,343149366.84,estimated,0,Spring
Cairo,2023-03-02,39.86666666666667,64.575,42.583333333333336,48.06666666666666,441.75,53.17916666666667,53,25.325,33.0,23.2,14.615384615384617,997.3375,363811500.22,estimated,0,Spring
Cairo,2023-03-03,46.13333333333333,83.14583333333333,61.5,37.82083333333333,305.4166666666667,38.87083333333333,53,20.622222222222224,25.0,56.644444444444446,8.28888888888889,1003.1055555555556,372890609.67,estimated,1,Spring
Cairo,2023-03-04,38.90416666666667,69.87083333333334,56.91666666666666,35.24166666666667,282.2916666666667,34.96666666666667,53,21.795454545454547,29.0,53.13636363636363,11.5,1002.0297727272726,305385270.17,estimated,1,Spring
Cairo,2023-03-05,33.675,65.2625,46.208333333333336,28.54583333333333,225.2083333333333,34.020833333333336,53,24.162790697674417,34.0,39.674418604651166,17.953488372093023,997.9011627906976,291743193.21,estimated,0,Spring
Cairo,2023-03-06,30.179166666666664,44.29583333333333,64.16666666666667,30.058333333333334,280.3333333333333,37.88333333333333,53,17.697674418604652,21.0,57.13953488372093,12.418604651162791,1004.0246511627906,362849515.57,estimated,0,Spring
Cairo,2023-03-07,31.808333333333334,44.9625,65.91666666666667,35.3375,326.75,36.8,53,16.926829268292682,20.0,55.95121951219512,11.48780487804878,1003.10756097561,347998161.69,estimated,0,Spring
Cairo,2023-03-08,34.1875,45.77916666666667,55.04166666666666,47.70416666666667,379.875,47.05833333333334,53,17.37837837837838,21.0,51.5945945945946,7.868421052631579,1002.9536842105264,374607071.09,estimated,0,Spring
Cairo,2023-03-09,24.079166666666666,45.7125,57.833333333333336,52.675,372.625,52.125,53,19.853658536585368,25.0,37.58536585365854,9.853658536585366,1002.1934146341464,365603874.94,estimated,0,Spring
Cairo,2023-03-10,25.45,45.770833333333336,53.958333333333336,43.34583333333333,355.9166666666667,54.1,53,23.195121951219512,29.0,23.51219512195122,10.46341463414634,1001.3263414634146,359980413.1,estimated,1,Spring
Cairo,2023-03-11,36.35,58.53333333333333,41.91666666666666,45.175,339.4583333333333,43.5625,53,20.928571428571427,26.0,51.73809523809524,8.476190476190476,998.5035714285716,319903255.04,estimated,1,Spring
Cairo,2023-03-12,24.933333333333334,46.32083333333333,47.41666666666666,38.7625,278.875,33.075,53,22.634146341463413,29.0,44.85365853658536,14.926829268292684,995.4817073170732,308639603.31,estimated,0,Spring
Cairo,2023-03-13,30.10833333333333,64.69166666666666,42.25,33.525,252.7083333333333,33.1625,53,21.21951219512195,27.0,52.97560975609756,16.536585365853657,995.5543902439024,371104181.55,estimated,0,Spring
Cairo,2023-03-14,23.070833333333336,34.045833333333334,62.75,25.875,244.5833333333333,27.725,53,16.333333333333332,20.0,65.13333333333334,12.955555555555556,997.2104444444444,353426917.27,estimated,0,Spring
Cairo,2023-03-15,18.066666666666663,28.70833333333333,55.333333333333336,37.329166666666666,327.7083333333333,34.24583333333333,53,18.127659574468087,22.0,45.659574468085104,14.297872340425531,999.3887234042552,362918007.68,estimated,0,Spring
Cairo,2023-03-16,21.6625,36.775,42.208333333333336,48.1875,385.1666666666667,44.4375,53,21.02083333333333,25.0,27.291666666666668,16.895833333333332,998.1333333333332,374193952.6,estimated,0,Spring
Cairo,2023-03-17,27.229166666666668,56.93333333333334,49.0,39.7875,301.0416666666667,41.47083333333333,53,20.02127659574468,25.0,48.53191489361702,12.53191489361702,997.7959574468084,352036097.98,estimated,1,Spring
Cairo,2023-03-18,27.0,55.17083333333333,58.54166666666666,33.11666666666667,284.3333333333333,33.487500000000004,53,17.666666666666668,21.0,54.0,15.916666666666666,998.68625,314476350.36,estimated,1,Spring
Cairo,2023-03-19,18.5625,36.9,71.29166666666667,17.929166666666667,217.2083333333333,16.620833333333334,53,16.652173913043477,20.0,54.369565217391305,19.347826086956523,1000.7891304347828,300721389.95,estimated,0,Spring
Cairo,2023-03-20,23.241666666666664,37.19166666666667,63.66666666666666,20.72083333333333,239.79166666666663,18.179166666666667,53,16.458333333333332,19.0,62.9375,19.0,1001.06875,377350219.95,estimated,0,Spring
Cairo,2023-03-21,28.004166666666663,42.329166666666666,49.875,41.61666666666667,328.9166666666667,38.8125,53,18.106382978723403,22.0,61.659574468085104,7.914893617021277,1000.374680851064,373899755.66,estimated,0,Spring
Cairo,2023-03-22,33.333333333333336,53.29583333333333,50.375,56.85416666666666,378.8333333333333,71.41666666666667,53,19.82608695652174,24.0,50.23913043478261,7.956521739130435,998.3878260869564,351152615.19,estimated,0,Spring
Cairo,2023-03-23,31.245833333333334,66.22500000000001,43.458333333333336,55.60833333333333,369.875,66.97916666666667,53,22.291666666666668,28.0,39.25,10.270833333333334,995.9745833333332,353635400.25,estimated,0,Spring
Cairo,2023-03-24,32.02916666666667,66.25,45.125,42.1375,324.2083333333333,48.50833333333333,53,23.52083333333333,30.0,38.04166666666666,15.583333333333334,992.1945833333334,367659211.34,estimated,1,Spring
Cairo,2023-03-25,35.00416666666667,54.55833333333334,65.375,24.4125,225.04166666666663,22.83333333333333,53,19.02083333333333,23.0,70.64583333333333,16.25,994.9270833333334,300822125.41,estimated,1,Spring
Cairo,2023-03-26,21.391666666666666,34.1,72.375,21.7375,230.25,22.791666666666668,53,18.83333333333333,24.0,60.5,13.520833333333334,999.609375,302911629.65,estimated,0,Spring
Cairo,2023-03-27,26.291666666666668,39.7125,51.66666666666666,40.67916666666667,322.7916666666667,35.208333333333336,53,19.58333333333333,24.0,54.91666666666666,8.166666666666666,1001.27375,377739103.2,estimated,0,Spring
Cairo,2023-03-28,28.3375,42.99166666666667,40.29166666666666,52.11666666666667,384.3333333333333,49.5625,53,22.869565217391305,30.0,34.369565217391305,9.91304347826087,1002.1817391304348,344434726.33,estimated,0,Spring
Cairo,2023-03-29,23.191666666666663,41.15,68.0,27.73333333333333,247.0833333333333,29.525,53,17.645833333333332,22.0,55.4375,16.270833333333332,1005.6922916666666,360476418.48,estimated,0,Spring
Cairo,2023-03-30,16.620833333333334,30.14583333333333,79.875,21.15833333333333,222.375,22.35833333333333,53,14.9375,19.0,45.10416666666666,16.875,1007.9727083333332,362142421.85,estimated,0,Spring
Cairo,2023-03-31,18.866666666666667,28.72083333333333,70.125,30.266666666666666,260.5833333333333,31.816666666666663,53,15.666666666666666,20.0,46.8125,11.020833333333334,1006.9454166666666,345072729.02,estimated,1,Spring
Cairo,2023-04-01,26.1125,39.05416666666667,63.125,41.37083333333333,333.4583333333333,40.31666666666667,53,17.897959183673468,23.0,46.40816326530612,7.142857142857143,1005.7810204081632,296029245.39,estimated,1,Spring
Cairo,2023-04-02,19.95,30.166666666666668,66.45833333333333,35.016666666666666,283.2083333333333,34.333333333333336,53,21.19148936170213,27.0,35.5531914893617,8.51063829787234,1002.495319148936,307045667.61,estimated,0,Spring
Cairo,2023-04-03,19.991666666666667,28.875,54.958333333333336,44.17916666666667,317.375,46.32083333333333,53,23.816326530612244,31.0,29.244897959183675,9.387755102040815,997.0642857142856,345903867.11,estimated,0,Spring
Cairo,2023-04-04,28.433333333333334,54.77916666666667,61.16666666666666,33.15,258.0,26.875,53,25.125,32.0,21.39583333333333,19.20833333333333,997.3925,371820238.72,estimated,0,Spring
Cairo,2023-04-05,41.37916666666667,88.69583333333333,65.41666666666667,33.645833333333336,283.5833333333333,36.083333333333336,53,21.041666666666668,25.0,40.85416666666666,11.583333333333334,1002.775625,376710972.59,estimated,0,Spring
Cairo,2023-04-06,24.0125,38.88333333333333,71.66666666666667,34.983333333333334,277.5416666666667,35.15,53,21.4,26.0,38.94,9.72,1001.5224,369616370.93,estimated,0,Spring
Cairo,2023-04-07,22.34166666666667,38.45,65.33333333333333,29.633333333333336,237.125,25.8125,53,26.104166666666668,35.0,26.52083333333333,18.83333333333333,998.3164583333332,370439562.57,estimated,1,Spring
Cairo,2023-04-08,32.175000000000004,57.47916666666666,64.95833333333333,27.079166666666666,239.2083333333333,33.49166666666667,53,23.95652173913044,33.0,58.5,15.478260869565217,998.431304347826,312457301.98,estimated,1,Spring
Cairo,2023-04-09,37.82083333333333,71.35000000000001,51.91666666666666,33.487500000000004,260.8333333333333,32.416666666666664,53,25.85106382978724,32.0,45.361702127659576,13.340425531914894,995.55,311310179.04,estimated,0,Spring
Cairo,2023-04-10,39.6125,82.12083333333334,69.95833333333333,19.4875,208.91666666666663,25.0375,53,21.95833333333333,28.0,59.375,18.916666666666668,993.1589583333332,349914841.34,estimated,0,Spring
Cairo,2023-04-11,18.975,30.225,76.95833333333333,22.445833333333336,224.3333333333333,24.675,53,18.38,22.0,50.96,13.58,995.1342,343516433.27,estimated,0,Spring
Cairo,2023-04-12,23.508333333333336,52.725,75.79166666666667,20.716666666666665,238.125,18.9125,53,16.895833333333332,20.0,51.9375,21.9375,998.356875,364797239.23,estimated,0,Spring
Cairo,2023-04-13,25.15833333333333,46.27916666666667,64.45833333333333,30.5875,278.875,26.079166666666666,53,19.659574468085108,25.0,47.234042553191486,17.27659574468085,1002.2642553191488,344301594.07,estimated,0,Spring
Cairo,2023-04-14,30.92083333333333,44.14166666666667,73.20833333333333,35.075,300.625,40.9125,53,21.64583333333333,27.0,48.25,11.25,1002.9597916666668,372582071.23,estimated,1,Spring
Cairo,2023-04-15,26.641666666666666,36.24583333333333,84.91666666666667,21.195833333333333,227.5833333333333,22.8625,53,21.75,29.0,52.895833333333336,14.229166666666666,1000.7410416666668,298664175.05,estimated,1,Spring
Cairo,2023-04-16,27.25,38.13333333333333,81.29166666666667,28.0375,247.54166666666663,29.941666666666663,53,22.29787234042553,30.0,49.93617021276596,10.97872340425532,997.8172340425532,313084514.53,estimated,0,Spring
Cairo,2023-04-17,27.741666666666664,41.675,63.083333333333336,44.80416666666667,348.3333333333333,47.575,53,27.25,34.0,22.625,11.0,995.6660416666668,352333689.33,estimated,0,Spring
Cairo,2023-04-18,31.429166666666664,53.05,50.29166666666666,41.92083333333333,303.375,54.4875,53,30.27659574468085,37.0,19.53191489361702,9.574468085106384,997.081914893617,366747381.02,estimated,0,Spring
Cairo,2023-04-19,39.04166666666666,76.52499999999999,57.208333333333336,36.579166666666666,266.0416666666667,39.47083333333333,53,24.75,30.0,51.60416666666666,13.145833333333334,996.7754166666668,374903778.49,estimated,0,Spring
Cairo,2023-04-20,19.39583333333333,33.22083333333333,88.29166666666667,19.59583333333333,209.0,26.5125,53,20.106382978723403,25.0,55.48936170212766,16.76595744680851,998.5506382978724,343292387.96,estimated,0,Spring
Cairo,2023-04-21,22.558333333333334,35.45,86.16666666666667,23.775,233.375,29.945833333333336,53,19.847826086956523,25.0,55.91304347826087,15.869565217391305,997.2954347826086,352896785.18,estimated,1,Spring
Cairo,2023-04-22,17.129166666666666,27.5875,86.5,15.025,192.75,17.354166666666668,53,21.46808510638298,29.0,52.5531914893617,19.574468085106385,996.1397872340424,306893788.78,estimated,1,Spring
Cairo,2023-04-23,20.5125,37.65416666666667,80.95833333333333,16.304166666666667,191.125,17.158333333333335,53,21.74468085106383,27.0,55.212765957446805,19.06382978723404,996.8729787234042,321293203.8,estimated,0,Spring
Cairo,2023-04-24,27.23333333333333,47.95,75.70833333333333,22.09166666666667,218.0,24.575,53,23.06382978723404,30.0,49.191489361702125,15.425531914893616,999.6610638297872,375045909.82,estimated,0,Spring
Cairo,2023-04-25,27.629166666666663,46.18333333333334,76.04166666666667,27.266666666666666,241.9583333333333,30.77916666666667,53,23.479166666666668,29.0,40.375,11.666666666666666,999.52625,366793803.57,estimated,0,Spring
Cairo,2023-04-26,28.954166666666666,52.583333333333336,72.66666666666667,28.92083333333333,259.75,35.2875,53,24.91489361702128,30.0,28.31914893617021,10.574468085106384,997.838085106383,358291490.98,estimated,0,Spring
Cairo,2023-04-27,23.979166666666668,45.16666666666666,65.25,25.1,239.66666666666663,30.754166666666663,53,25.85106382978724,33.0,33.744680851063826,15.382978723404255,995.718510638298,376564823.09,estimated,0,Spring
Cairo,2023-04-28,21.820833333333336,32.0375,80.33333333333333,19.29583333333333,207.54166666666663,27.5375,53,20.08510638297872,25.0,51.87234042553192,15.170212765957446,999.0121276595744,361155416.42,estimated,1,Spring
Cairo,2023-04-29,18.98333333333333,33.69166666666667,87.08333333333333,14.033333333333331,183.2083333333333,16.220833333333335,53,18.8125,23.0,45.91666666666666,19.14583333333333,1000.041875,314280459.03,estimated,1,Spring
Cairo,2023-04-30,20.6375,30.0875,77.875,22.6,214.2083333333333,27.979166666666668,53,19.291666666666668,24.0,46.60416666666666,12.25,1001.2954166666668,317810372.96,estimated,0,Spring
Cairo,2023-05-01,25.65833333333333,33.833333333333336,82.54166666666667,26.666666666666668,228.9583333333333,33.045833333333334,53,20.361702127659573,27.0,47.02127659574468,13.574468085106384,1001.908510638298,350211226.99,estimated,0,Spring
Cairo,2023-05-02,18.7125,27.829166666666666,84.33333333333333,19.0625,198.8333333333333,21.729166666666668,53,21.9375,28.0,48.0625,17.479166666666668,1002.94,357629732.99,estimated,0,Spring
Cairo,2023-05-03,18.275,24.34583333333333,89.16666666666667,18.116666666666667,191.41666666666663,18.35833333333333,53,21.939393939393938,30.0,52.15151515151515,18.848484848484848,1003.5912121212122,362138589.52,estimated,0,Spring
Cairo,2023-05-04,27.7,41.82083333333333,91.95833333333331,25.620833333333334,230.0,24.683333333333334,53,26.4468085106383,34.0,45.361702127659576,15.5531914893617,997.794255319149,364077119.76,estimated,0,Spring
Cairo,2023-05-05,38.65833333333334,98.55833333333334,75.70833333333333,20.516666666666666,196.625,23.85,53,26.142857142857142,31.0,29.77551020408164,23.7,995.0320408163266,364869397.09,estimated,1,Spring
Cairo,2023-05-06,28.77916666666667,61.90416666666667,65.75,23.766666666666666,213.625,26.758333333333336,53,24.166666666666668,29.0,40.770833333333336,16.5625,997.43375,318035211.05,estimated,1,Spring
Cairo,2023-05-07,21.175,31.2,73.45833333333333,17.220833333333335,196.66666666666663,18.441666666666663,53,21.93617021276596,29.0,55.08510638297872,15.04255319148936,1000.4393617021276,293814611.31,estimated,0,Spring
Cairo,2023-05-08,28.604166666666668,39.50416666666667,71.29166666666667,24.808333333333334,215.25,33.300000000000004,53,21.354166666666668,26.0,57.083333333333336,13.333333333333334,1000.6583333333332,372723149.29,estimated,0,Spring
Cairo,2023-05-09,28.866666666666664,41.204166666666666,78.25,28.816666666666663,235.41666666666663,31.9875,53,22.375,28.0,56.395833333333336,13.229166666666666,999.01375,375890668.22,estimated,0,Spring
Cairo,2023-05-10,26.34583333333333,35.5375,87.08333333333333,23.4,217.04166666666663,30.64583333333333,53,24.25,31.0,53.54166666666666,15.208333333333334,995.9539583333334,374467063.68,estimated,0,Spring
Cairo,2023-05-11,38.708333333333336,84.67916666666666,71.54166666666667,23.34583333333333,211.125,23.64583333333333,53,26.6875,36.0,50.41666666666666,16.333333333333332,993.1591666666668,348048668.08,estimated,0,Spring
